Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
66,107.465,108.025,1.125,1.135,106.67,105.73,61.78,63.88,38.22,36.12,8.63,6.90,60.43,58.62,30.94,34.48,25.89,25.89,1.020,1.069,0.964,0.946,341.7,344.7,3.316,3.296,1.2,-1.6,19.53,17.35,-60.21,-70.22,0.064,-0.053,108.02,105.68,0.226,0.260,0.039,0.054,0.016,0.022,0.134,0.124
67,108.585,109.150,1.120,1.125,107.14,106.67,62.50,61.78,37.50,38.22,7.14,7.19,62.14,58.27,30.71,34.53,24.22,24.22,0.959,1.002,0.860,0.918,354.3,337.9,3.216,3.134,0.9,0.9,19.29,16.43,-64.18,-70.93,0.042,-0.047,109.10,107.28,0.268,0.269,0.071,0.066,0.029,0.034,0.131,0.129
68,109.700,110.260,1.115,1.110,107.62,108.11,62.78,61.71,37.22,38.29,9.29,7.30,60.00,57.66,30.71,35.04,23.87,23.87,0.817,1.042,0.802,0.956,342.8,322.5,3.067,3.241,-0.5,-0.2,18.80,18.77,-64.39,-68.36,0.051,-0.054,120.31,107.94,0.253,0.248,0.058,0.052,0.034,0.028,0.136,0.136
69,110.810,111.385,1.110,1.125,108.11,106.67,62.16,61.78,37.84,38.22,9.42,7.19,58.70,58.99,31.88,33.81,24.34,24.34,0.921,1.016,0.898,0.943,354.6,348.9,3.207,3.201,-2.1,2.0,21.38,18.48,-63.77,-73.47,0.064,-0.078,113.64,111.05,0.253,0.273,0.061,0.062,0.033,0.037,0.149,0.152
70,111.940,112.500,1.130,1.115,106.19,107.62,62.39,61.88,37.61,38.12,8.51,8.70,58.87,55.80,32.62,35.51,24.44,24.44,0.948,1.039,0.861,0.957,351.6,342.9,3.234,3.191,0.2,-1.6,20.01,19.22,-68.61,-69.47,0.054,-0.063,110.70,107.61,0.268,0.244,0.063,0.043,0.032,0.023,0.141,0.140
71,113.065,113.625,1.125,1.125,106.67,106.67,62.22,62.67,37.78,37.33,8.57,7.09,58.57,58.16,32.86,34.75,23.11,23.11,1.027,0.987,0.968,0.918,339.4,346.5,3.317,3.236,1.4,2.2,19.62,20.19,-64.54,-72.46,0.041,-0.053,106.99,112.45,0.254,0.270,0.055,0.065,0.020,0.037,0.136,0.154
72,114.190,114.760,1.125,1.135,106.67,105.73,60.44,61.67,39.56,38.33,9.56,8.57,58.82,58.57,31.62,32.86,23.56,23.56,0.951,1.076,0.875,0.985,334.4,339.1,3.083,3.303,-0.0,-0.3,19.15,17.85,-64.83,-67.26,0.051,-0.065,112.50,108.16,0.263,0.245,0.068,0.050,0.031,0.034,0.141,0.141
73,115.315,115.870,1.125,1.110,106.67,108.11,62.22,63.06,37.78,36.94,10.00,7.14,57.86,56.43,32.14,36.43,25.00,25.00,1.091,1.009,0.992,0.906,353.2,358.6,3.476,3.316,-1.4,-1.1,21.64,20.81,-66.06,-71.81,0.056,-0.064,107.61,110.78,0.254,0.266,0.054,0.060,0.024,0.042,0.149,0.168
74,116.435,117.015,1.120,1.145,107.14,104.80,61.61,62.01,38.39,37.99,9.42,7.04,58.70,58.45,31.88,34.51,24.02,24.02,1.057,1.088,0.943,1.021,350.5,339.5,3.354,3.272,0.5,1.5,21.44,18.11,-65.37,-71.10,0.048,-0.075,108.52,109.42,0.252,0.264,0.055,0.060,0.024,0.040,0.154,0.146
75,117.580,118.145,1.145,1.130,104.80,106.19,62.01,61.50,37.99,38.50,9.86,7.19,57.75,58.99,32.39,33.81,22.32,22.32,1.033,0.959,0.942,0.878,343.7,355.2,3.322,3.147,2.4,-0.7,21.15,20.24,-62.71,-70.68,0.076,-0.032,110.51,113.47,0.249,0.252,0.055,0.049,0.029,0.033,0.156,0.159
76,118.700,119.265,1.120,1.120,107.14,107.14,61.16,62.50,38.84,37.50,10.22,7.14,57.66,57.86,32.12,35.00,22.87,22.87,0.886,1.038,0.897,0.937,345.7,332.4,3.074,3.262,-1.4,0.1,21.94,18.54,-63.72,-68.75,0.055,-0.066,114.60,108.80,0.243,0.260,0.050,0.059,0.030,0.041,0.157,0.153
77,119.815,120.375,1.115,1.110,107.62,108.11,60.54,61.26,39.46,38.74,9.63,7.35,57.78,58.09,32.59,34.56,25.00,25.00,1.029,1.004,0.920,0.948,352.3,341.8,3.385,3.246,-0.1,-2.1,23.08,18.42,-64.69,-67.32,0.055,-0.052,112.15,108.83,0.246,0.247,0.049,0.049,0.021,0.028,0.157,0.146
78,120.935,121.500,1.120,1.125,107.14,106.67,63.39,62.67,36.61,37.33,10.56,7.80,58.45,57.45,30.99,34.75,23.89,23.89,0.850,0.997,0.836,0.911,342.3,347.4,2.917,3.269,-1.7,1.7,18.78,20.05,-63.50,-70.64,0.056,-0.052,115.35,110.98,0.245,0.260,0.052,0.055,0.028,0.033,0.135,0.155
79,122.065,122.655,1.130,1.155,106.19,103.90,61.06,61.90,38.94,38.10,8.70,6.99,60.14,60.14,31.16,32.87,24.46,24.46,1.030,0.974,0.896,0.908,341.6,337.0,3.261,3.111,1.3,2.3,19.85,18.49,-61.11,-70.01,0.055,-0.070,108.85,113.45,0.244,0.270,0.054,0.070,0.027,0.054,0.146,0.159
80,123.230,123.780,1.165,1.125,103.00,106.67,62.23,63.11,37.77,36.89,9.66,7.75,58.62,57.04,31.72,35.21,23.87,23.87,1.132,1.135,0.992,1.005,333.5,367.6,3.463,3.494,1.7,-1.4,21.92,18.50,-63.63,-73.24,0.079,-0.059,107.94,105.21,0.260,0.266,0.066,0.054,0.035,0.026,0.154,0.136
81,124.340,124.905,1.110,1.125,108.11,106.67,61.26,62.22,38.74,37.78,10.29,7.86,58.82,57.86,30.88,34.29,23.77,23.77,1.068,0.990,1.034,0.947,345.8,336.0,3.368,3.152,-1.3,1.6,17.45,18.82,-63.22,-66.05,0.059,-0.090,107.70,112.95,0.252,0.231,0.058,0.038,0.032,0.026,0.135,0.144
82,125.455,126.000,1.115,1.095,107.62,109.59,61.88,62.10,38.12,37.90,7.97,7.35,58.70,56.62,33.33,36.03,23.98,23.98,1.114,1.104,0.981,1.018,351.5,353.8,3.494,3.400,-0.8,0.2,22.07,18.80,-65.77,-73.50,0.066,-0.060,111.89,108.77,0.263,0.238,0.062,0.028,0.038,0.009,0.166,0.135
83,126.560,127.110,1.105,1.110,108.60,108.11,61.54,61.71,38.46,38.29,10.29,7.30,58.09,58.39,31.62,34.31,23.08,23.08,0.986,1.066,1.039,0.977,349.6,344.0,3.337,3.339,1.7,0.6,20.77,18.49,-62.22,-69.66,0.053,-0.070,111.81,107.68,0.253,0.247,0.061,0.046,0.036,0.024,0.158,0.138
84,127.665,128.215,1.105,1.105,108.60,108.60,61.54,61.99,38.46,38.01,9.56,7.30,58.09,58.39,32.35,34.31,23.98,23.98,1.028,1.131,0.940,1.029,357.2,359.8,3.386,3.541,-2.0,1.5,21.21,19.80,-65.67,-72.01,0.074,-0.076,109.63,106.37,0.253,0.269,0.054,0.060,0.019,0.031,0.133,0.147
85,128.770,129.340,1.105,1.125,108.60,106.67,61.99,63.11,38.01,36.89,9.49,7.04,59.85,59.15,30.66,33.80,24.34,24.34,1.046,0.988,0.992,0.905,336.2,362.6,3.376,3.297,3.3,-0.4,19.77,19.44,-62.32,-68.29,0.041,-0.050,107.38,109.36,0.248,0.253,0.058,0.052,0.034,0.030,0.142,0.154
86,129.900,130.445,1.130,1.105,106.19,108.60,61.06,62.90,38.94,37.10,9.42,7.19,57.25,57.55,33.33,35.25,23.77,23.77,1.105,1.055,0.963,0.951,352.0,345.6,3.403,3.368,-0.3,-0.4,21.86,18.94,-65.37,-71.84,0.053,-0.049,108.07,107.64,0.257,0.269,0.059,0.061,0.024,0.041,0.155,0.160
87,131.015,131.575,1.115,1.130,107.62,106.19,60.54,62.39,39.46,37.61,9.63,7.09,59.26,58.87,31.11,34.04,23.66,23.66,1.037,0.999,0.951,0.924,361.3,334.3,3.342,3.211,-1.9,1.1,22.77,17.88,-62.55,-71.69,0.076,-0.078,109.84,110.06,0.237,0.273,0.044,0.061,0.021,0.037,0.162,0.151
88,132.135,132.715,1.120,1.140,107.14,105.26,61.61,60.96,38.39,39.04,7.25,7.19,59.42,57.55,33.33,35.25,23.91,23.91,1.057,1.124,1.025,1.025,338.8,333.9,3.278,3.347,0.8,1.1,21.62,18.16,-64.27,-66.79,0.069,-0.072,110.55,106.72,0.248,0.242,0.056,0.045,0.037,0.027,0.160,0.143
89,133.285,133.850,1.150,1.135,104.35,105.73,62.61,60.35,37.39,39.65,9.03,8.76,58.33,56.93,32.64,34.31,22.81,22.81,1.052,0.987,0.952,0.892,354.5,305.9,3.326,3.043,0.7,-4.1,20.19,17.62,-66.64,-62.32,0.064,-0.059,109.84,110.60,0.272,0.228,0.070,0.042,0.037,0.026,0.147,0.139
90,134.425,134.995,1.140,1.145,105.26,104.80,62.28,62.01,37.72,37.99,9.86,7.75,61.27,58.45,28.87,33.80,22.07,22.07,1.097,0.969,0.957,0.876,342.4,333.1,3.480,3.068,-0.9,-1.8,21.50,16.48,-60.86,-69.30,0.054,-0.047,108.13,109.75,0.243,0.247,0.054,0.047,0.024,0.019,0.149,0.132
91,135.535,136.105,1.110,1.110,108.11,108.11,61.26,60.81,38.74,39.19,8.82,7.41,61.03,58.52,30.15,34.07,23.25,23.25,0.992,1.079,0.907,1.006,333.3,352.1,3.260,3.357,-0.8,4.5,21.30,18.98,-61.65,-69.23,0.038,-0.075,107.43,109.14,0.249,0.261,0.058,0.060,0.029,0.040,0.146,0.156
92,136.675,137.220,1.140,1.115,105.26,107.62,61.40,61.88,38.60,38.12,9.29,7.25,59.29,57.25,31.43,35.51,22.83,22.83,1.010,1.006,0.973,0.961,345.5,354.6,3.250,3.249,-1.2,-0.6,20.40,17.58,-64.36,-73.12,0.066,-0.066,110.53,112.68,0.254,0.237,0.058,0.026,0.032,0.010,0.146,0.130
93,137.770,138.320,1.095,1.100,109.59,109.09,61.64,61.82,38.36,38.18,8.89,7.35,59.26,58.09,31.85,34.56,22.73,22.73,1.151,0.973,1.043,0.907,354.9,357.6,3.543,3.243,-1.5,2.3,19.54,19.40,-62.05,-73.57,0.056,-0.037,106.55,111.28,0.239,0.283,0.049,0.071,0.021,0.049,0.140,0.158
94,138.870,139.425,1.100,1.105,109.09,108.60,60.91,60.63,39.09,39.37,8.21,8.21,60.45,57.46,31.34,34.33,22.52,22.52,1.106,1.028,1.006,0.936,354.4,358.0,3.545,3.214,1.6,-2.4,22.96,21.92,-62.00,-70.27,0.036,-0.055,107.78,111.40,0.259,0.247,0.065,0.049,0.038,0.035,0.162,0.168
95,139.980,140.540,1.110,1.115,108.11,107.62,61.71,62.78,38.29,37.22,9.49,8.57,57.66,58.57,32.85,32.86,24.55,24.55,1.082,0.977,1.021,0.914,351.3,345.5,3.377,3.193,-0.3,0.3,21.54,18.16,-68.63,-67.58,0.065,-0.061,108.11,109.01,0.258,0.246,0.052,0.046,0.031,0.029,0.152,0.135
96,141.080,141.640,1.100,1.100,109.09,109.09,62.27,62.27,37.73,37.73,10.95,7.30,62.04,59.85,27.01,32.85,24.22,24.22,1.033,1.064,0.967,1.014,333.6,342.6,3.393,3.451,-1.5,5.0,22.16,18.52,-55.66,-69.50,0.065,-0.058,107.93,108.47,0.232,0.256,0.052,0.056,0.032,0.035,0.150,0.143
97,142.195,142.730,1.115,1.090,107.62,110.09,61.43,61.93,38.57,38.07,10.22,7.41,56.93,55.56,32.85,37.04,22.54,22.54,1.074,1.143,1.003,1.066,352.6,344.3,3.490,3.521,2.2,-6.7,21.41,17.05,-62.67,-71.54,0.063,-0.048,107.84,106.07,0.256,0.260,0.063,0.055,0.027,0.032,0.145,0.135
98,143.260,143.820,1.065,1.090,112.68,110.09,61.50,60.09,38.50,39.91,9.92,7.63,57.25,58.78,32.82,33.59,21.62,21.62,1.017,0.942,0.954,0.884,353.4,321.5,3.456,3.150,0.7,-1.7,18.13,16.88,-64.47,-62.57,0.063,-0.053,107.15,112.33,0.252,0.250,0.055,0.064,0.023,0.046,0.126,0.151
99,144.370,144.915,1.110,1.095,108.11,109.59,60.81,61.64,39.19,38.36,8.15,7.41,59.26,57.04,32.59,35.56,23.39,23.39,1.005,0.988,0.940,0.939,349.2,339.4,3.277,3.257,-3.6,3.5,21.06,18.82,-62.14,-68.82,0.052,-0.060,111.79,110.42,0.243,0.257,0.052,0.054,0.032,0.033,0.151,0.142
100,145.460,146.015,1.090,1.100,110.09,109.09,61.93,62.27,38.07,37.73,8.89,7.30,59.26,56.93,31.85,35.77,22.87,22.87,1.025,1.085,0.961,1.003,366.8,342.6,3.380,3.344,2.2,1.3,22.06,18.19,-65.05,-70.24,0.063,-0.047,108.35,108.18,0.246,0.256,0.048,0.059,0.022,0.046,0.146,0.159
101,146.575,147.110,1.115,1.095,107.62,109.59,60.09,63.01,39.91,36.99,10.45,7.25,57.46,58.70,32.09,34.06,22.94,22.94,1.079,0.990,1.015,0.928,341.2,331.2,3.321,3.300,8.4,3.5,19.73,18.58,-59.11,-69.92,0.047,-0.044,106.79,109.56,0.232,0.262,0.050,0.059,0.027,0.040,0.145,0.146
102,147.665,148.205,1.090,1.095,110.09,109.59,60.09,62.56,39.91,37.44,8.40,7.30,60.31,57.66,31.30,35.04,23.29,23.29,1.104,1.148,1.004,1.072,345.3,345.4,3.437,3.493,-5.6,-1.1,21.13,18.71,-60.03,-68.50,0.074,-0.041,107.32,107.68,0.240,0.243,0.051,0.044,0.028,0.035,0.156,0.153
103,148.760,149.300,1.095,1.095,109.59,109.59,60.73,61.19,39.27,38.81,9.77,7.46,57.89,58.96,32.33,33.58,21.92,21.92,1.081,1.032,1.014,0.985,346.6,347.4,3.440,3.317,-2.1,0.0,22.72,16.66,-58.23,-68.05,0.057,-0.053,107.81,108.91,0.233,0.238,0.048,0.042,0.024,0.024,0.153,0.132
104,149.855,150.400,1.095,1.100,109.59,109.09,60.73,61.36,39.27,38.64,9.77,7.41,60.15,56.30,30.08,36.30,23.15,23.15,1.003,0.969,0.933,0.916,361.8,349.5,3.354,3.190,0.0,-3.8,22.63,16.67,-56.72,-71.80,0.043,-0.059,112.30,110.43,0.227,0.273,0.047,0.067,0.031,0.035,0.157,0.135
105,150.935,151.485,1.080,1.085,111.11,110.60,62.50,58.99,37.50,41.01,10.37,7.81,58.52,61.72,31.11,30.47,20.91,20.91,1.060,1.015,1.010,0.930,381.7,342.9,3.564,3.190,-0.8,2.8,21.69,20.70,-63.86,-61.09,0.044,-0.059,106.34,108.94,0.256,0.228,0.060,0.045,0.035,0.030,0.146,0.156
106,152.035,152.600,1.100,1.115,109.09,107.62,61.36,62.33,38.64,37.67,9.63,8.63,60.00,58.27,30.37,33.09,25.88,25.88,1.012,1.010,0.920,0.919,342.5,371.6,3.254,3.205,-1.3,-1.9,21.64,21.65,-63.35,-67.49,0.052,-0.048,108.49,107.51,0.255,0.244,0.061,0.045,0.041,0.032,0.158,0.159
107,153.175,153.735,1.140,1.135,105.26,105.73,62.72,62.11,37.28,37.89,10.49,9.93,58.74,56.74,30.77,33.33,23.08,23.08,1.098,1.131,0.991,1.013,341.7,351.7,3.479,3.409,1.3,2.7,21.80,19.84,-61.49,-70.32,0.052,-0.054,107.28,107.12,0.255,0.241,0.063,0.038,0.028,0.016,0.146,0.150
108,154.280,154.845,1.105,1.110,108.60,108.11,61.99,62.61,38.01,37.39,8.03,9.35,61.31,57.55,30.66,33.09,24.78,24.78,1.083,1.064,1.036,0.984,366.5,353.1,3.477,3.373,-1.2,0.8,19.73,19.04,-66.88,-70.95,0.046,-0.052,106.48,109.04,0.264,0.257,0.063,0.053,0.032,0.038,0.142,0.152
109,155.410,155.985,1.130,1.140,106.19,105.26,61.50,62.28,38.50,37.72,9.35,7.04,58.27,57.04,32.37,35.92,24.24,24.24,1.018,0.849,0.902,0.822,340.1,326.6,3.263,2.871,5.9,1.6,19.69,16.38,-61.53,-70.25,0.053,-0.041,109.54,116.32,0.237,0.256,0.045,0.053,0.015,0.031,0.125,0.134
110,156.565,157.095,1.155,1.110,103.90,108.11,61.47,63.06,38.53,36.94,8.45,7.14,59.15,54.29,32.39,38.57,15.57,15.57,1.007,0.891,0.884,0.707,342.5,338.2,3.291,3.075,1.2,15.9,21.84,8.61,-64.46,-69.00,0.024,-0.042,111.27,108.26,0.272,0.251,0.074,0.048,0.039,0.027,0.155,0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
