9734,5,15,2023,12,28,10,209,-1278,-1672,3480,-3,-17,-1,2
9735,5,15,2023,12,28,10,219,-1273,-1678,3485,-6,-14,-1,2
9736,5,15,2023,12,28,10,229,-1278,-1678,3479,-13,-13,-2,2
9737,5,15,2023,12,28,10,239,-1279,-1679,3476,-15,-12,-6,2
9738,5,15,2023,12,28,10,249,-1269,-1690,3476,-13,-13,-3,2
9739,5,15,2023,12,28,10,259,-1268,-1696,3465,-11,-12,0,2
9740,5,15,2023,12,28,10,269,-1277,-1660,3479,-13,-13,-1,2
9741,5,15,2023,12,28,10,279,-1281,-1674,3476,-16,-10,-3,2
9742,5,15,2023,12,28,10,289,-1272,-1683,3473,-19,-8,-2,2
9743,5,15,2023,12,28,10,299,-1274,-1685,3476,-18,-3,-1,2
9744,5,15,2023,12,28,10,309,-1277,-1683,3474,-18,-1,-2,2
9745,5,15,2023,12,28,10,319,-1273,-1684,3476,-20,-1,-5,2
9746,5,15,2023,12,28,10,329,-1267,-1691,3469,-17,-1,-3,2
9747,5,15,2023,12,28,10,339,-1269,-1690,3471,-11,-3,1,2
9748,5,15,2023,12,28,10,349,-1269,-1679,3470,-8,-3,1,2
9749,5,15,2023,12,28,10,359,-1270,-1684,3469,-7,-6,0,2
9750,5,15,2023,12,28,10,369,-1266,-1686,3468,-6,-8,2,2
9751,5,15,2023,12,28,10,379,-1277,-1687,3475,-2,-8,4,2
9752,5,15,2023,12,28,10,389,-1270,-1689,3466,-1,-5,2,2
9753,5,15,2023,12,28,10,399,-1274,-1694,3465,6,-9,2,2
9754,5,15,2023,12,28,10,409,-1269,-1692,3459,10,-13,5,2
9755,5,15,2023,12,28,10,419,-1274,-1684,3474,16,-13,7,2
9756,5,15,2023,12,28,10,429,-1268,-1688,3477,20,-13,7,2
9757,5,15,2023,12,28,10,439,-1270,-1691,3475,28,-9,12,2
9758,5,15,2023,12,28,10,449,-1276,-1689,3474,25,-11,13,2
9759,5,15,2023,12,28,10,459,-1274,-1675,3485,21,-14,11,2
9760,5,15,2023,12,28,10,469,-1267,-1683,3468,17,-19,11,2
9761,5,15,2023,12,28,10,479,-1271,-1666,3473,26,-11,13,2
