Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
17,62.520,61.920,1.210,1.240,99.17,96.77,65.70,66.94,34.30,33.06,8.81,8.43,63.52,62.05,27.67,29.52,30.83,30.83,1.124,0.998,0.950,0.900,349.4,378.3,3.511,3.172,-2.2,2.8,21.99,24.44,-67.70,-66.28,0.031,0.049,105.43,112.62,0.320,0.306,0.060,0.044,0.013,0.010,0.166,0.160
18,63.730,63.120,1.210,1.200,99.17,100.00,66.53,65.42,33.47,34.58,9.32,7.01,62.73,63.69,27.95,29.30,33.20,33.20,1.014,0.982,0.843,0.852,348.6,394.9,3.323,3.148,1.3,-1.3,22.21,25.98,-65.82,-64.67,0.035,-0.017,108.39,112.86,0.308,0.311,0.052,0.054,0.004,0.012,0.170,0.167
19,64.960,64.325,1.230,1.205,97.56,99.59,65.04,66.80,34.96,33.20,9.38,10.56,65.00,60.25,25.62,29.19,32.10,32.10,1.133,0.939,0.969,0.845,350.2,355.2,3.309,3.181,1.8,2.5,24.84,26.89,-64.74,-65.89,0.052,0.031,106.85,114.79,0.319,0.309,0.066,0.049,0.020,0.028,0.187,0.185
20,66.150,65.540,1.190,1.215,100.84,98.77,64.71,67.49,35.29,32.51,10.39,8.54,59.74,62.80,29.87,28.66,32.38,32.38,1.131,1.104,0.959,0.957,354.3,393.6,3.330,3.435,-1.2,1.7,20.09,29.86,-69.06,-64.17,-0.020,-0.086,104.19,113.41,0.313,0.291,0.052,0.033,,0.012,0.154,0.194
21,67.355,66.760,1.205,1.220,99.59,98.36,65.15,66.80,34.85,33.20,8.28,11.66,64.97,60.12,26.75,28.22,29.92,29.92,1.024,1.053,0.872,0.905,354.5,361.2,3.250,3.289,-0.2,-2.7,20.38,27.89,-64.62,-64.25,0.031,0.022,109.05,108.83,0.320,0.311,0.072,0.055,0.016,0.027,0.156,0.192
22,68.575,67.980,1.220,1.220,98.36,98.36,65.57,64.34,34.43,35.66,6.88,9.55,66.88,64.97,26.25,25.48,28.33,28.33,1.068,0.955,0.899,0.872,358.2,339.0,3.366,2.947,0.9,0.7,21.69,22.15,-63.02,-54.17,0.036,0.055,106.12,111.46,0.304,0.251,0.057,0.028,0.008,0.003,0.155,0.148
23,69.735,69.145,1.160,1.165,103.45,103.00,65.52,64.38,34.48,35.62,7.89,7.33,65.79,61.33,26.32,31.33,31.03,31.03,0.983,0.970,0.897,0.866,336.9,378.6,3.205,3.150,0.9,2.1,20.20,22.27,-60.78,-65.28,0.018,-0.039,107.49,111.68,0.277,0.304,0.039,0.047,0.005,0.016,0.151,0.155
24,70.910,70.305,1.175,1.160,102.13,103.45,58.72,65.52,41.28,34.48,7.25,7.89,70.29,63.82,22.46,28.29,25.31,25.31,1.054,1.037,0.913,0.959,334.0,382.7,3.272,3.382,-2.0,-2.9,22.78,27.67,-61.70,-62.49,0.036,-0.024,110.17,112.87,0.303,0.295,0.062,0.047,0.025,0.031,0.185,0.200
25,72.125,71.510,1.215,1.205,98.77,99.59,65.43,65.56,34.57,34.44,10.06,10.13,62.26,61.39,27.67,28.48,32.27,32.27,1.021,0.991,0.862,0.859,352.8,343.0,3.301,3.178,1.5,4.5,21.94,26.02,-66.82,-63.77,0.030,-0.021,109.21,114.00,0.317,0.315,0.058,0.061,0.016,0.035,0.172,0.187
26,73.385,72.765,1.260,1.255,95.24,95.62,65.48,65.74,34.52,34.26,8.48,7.88,64.24,62.42,27.27,29.70,31.12,31.12,1.056,0.987,0.873,0.872,326.3,324.4,3.207,3.021,1.0,-3.8,18.36,26.22,-66.98,-65.23,0.031,-0.077,108.05,116.14,0.325,0.298,0.067,0.043,0.010,0.023,0.140,0.186
27,74.615,73.970,1.230,1.205,97.56,99.59,56.91,67.22,43.09,32.78,7.14,8.02,72.14,63.58,20.71,28.40,25.00,25.00,1.057,1.050,0.906,0.905,327.9,397.9,3.212,3.367,5.7,6.1,24.37,25.50,-60.13,-65.26,0.086,0.064,113.52,110.94,0.290,0.299,0.054,0.042,0.023,0.021,0.202,0.185
28,75.830,75.210,1.215,1.240,98.77,96.77,60.49,67.74,39.51,32.26,11.56,8.33,67.35,61.31,21.09,30.36,27.84,27.84,1.006,0.982,0.851,0.890,374.5,366.6,3.265,3.210,-6.1,-0.0,24.05,26.74,-64.23,-67.78,0.044,0.083,111.12,117.05,0.319,0.312,0.065,0.046,0.020,0.019,0.187,0.176
29,77.095,76.485,1.265,1.275,94.86,94.12,67.59,65.49,32.41,34.51,12.28,8.98,60.23,62.28,27.49,28.74,31.58,31.58,1.087,1.095,0.934,0.870,384.8,357.8,3.449,3.087,-0.1,-3.9,25.28,28.37,-67.17,-66.69,0.032,-0.058,108.50,109.84,0.311,0.297,0.051,0.034,0.013,0.010,0.200,0.199
30,78.335,77.720,1.240,1.235,96.77,97.17,66.94,64.78,33.06,35.22,11.45,10.62,62.65,61.25,25.90,28.12,32.24,32.24,0.968,1.059,0.827,0.907,336.6,317.3,3.150,3.030,-0.7,3.5,24.66,24.61,-62.20,-60.41,0.050,0.022,114.47,107.04,0.303,0.264,0.059,0.022,0.034,0.006,0.213,0.171
31,79.560,78.945,1.225,1.225,97.96,97.96,66.12,65.71,33.88,34.29,11.73,9.94,63.58,60.25,24.69,29.81,32.20,32.20,1.054,1.029,0.900,0.891,352.6,333.0,3.252,3.154,-1.5,3.2,23.07,22.21,-56.90,-66.33,0.018,-0.019,105.56,108.08,0.261,0.296,0.039,0.035,0.018,0.013,0.179,0.154
32,80.715,80.125,1.155,1.180,103.90,101.69,66.23,67.37,33.77,32.63,11.11,7.55,58.82,63.52,30.07,28.93,30.77,30.77,1.037,1.029,0.926,0.855,374.0,390.0,3.470,3.319,2.1,-4.4,21.36,26.76,-66.88,-61.61,0.042,0.034,107.78,108.39,0.302,0.291,0.044,0.045,0.005,0.035,0.165,0.199
33,81.970,81.360,1.255,1.235,95.62,97.17,66.53,62.35,33.47,37.65,9.58,10.39,62.28,62.34,28.14,27.27,28.86,28.86,1.098,1.009,0.897,0.868,367.5,336.3,3.427,2.983,3.7,-3.8,26.54,28.54,-67.76,-56.80,-0.016,-0.021,108.35,112.76,0.326,0.295,0.067,0.059,0.017,0.029,0.198,0.200
34,83.180,82.590,1.210,1.230,99.17,97.56,66.12,63.01,33.88,36.99,10.00,9.03,62.50,62.58,27.50,28.39,30.40,30.40,1.179,1.242,0.976,1.030,375.9,377.6,3.669,3.504,-5.2,2.5,23.37,33.18,-70.56,-64.02,0.048,-0.039,107.62,109.30,0.347,0.306,0.081,0.056,0.034,0.032,0.206,0.250
35,84.435,83.840,1.255,1.250,95.62,96.00,66.53,63.20,33.47,36.80,9.58,10.76,65.27,63.29,25.15,25.95,28.05,28.05,1.029,0.949,0.854,0.871,361.2,307.1,3.327,2.876,4.6,-0.1,28.05,23.47,-63.83,-56.75,0.046,0.027,114.80,114.44,0.299,0.273,0.054,0.044,0.022,0.021,0.226,0.173
36,85.685,85.070,1.250,1.230,96.00,97.56,66.80,62.20,33.20,37.80,13.17,7.84,60.48,64.05,26.35,28.10,31.51,31.51,1.123,1.170,0.937,0.901,390.4,349.9,3.482,3.296,1.2,0.0,25.41,29.78,-63.08,-59.09,0.031,0.046,107.29,110.81,0.297,0.286,0.055,0.047,0.024,0.016,0.203,0.203
37,86.870,86.260,1.185,1.190,101.27,100.84,58.65,66.39,41.35,33.61,10.79,10.13,67.63,61.39,21.58,28.48,26.61,26.61,1.182,1.196,1.034,1.089,362.1,422.4,3.450,3.616,-1.3,2.5,26.66,31.32,-63.73,-67.68,0.053,0.031,111.80,109.31,0.322,0.295,0.075,0.034,0.033,0.024,0.232,0.252
38,88.105,87.500,1.235,1.240,97.17,96.77,66.80,66.13,33.20,33.87,12.12,10.98,60.00,59.76,27.88,29.27,32.22,32.22,1.028,1.060,0.892,0.941,354.0,354.2,3.289,3.214,-1.4,2.6,24.21,26.51,-67.45,-65.73,0.036,-0.027,110.97,110.38,0.326,0.298,0.067,0.042,0.026,0.009,0.197,0.177
39,89.340,88.695,1.235,1.195,97.17,100.42,64.78,66.53,35.22,33.47,11.25,9.43,63.75,61.64,25.00,28.93,34.12,34.12,1.006,0.997,0.841,0.846,327.0,406.3,3.026,3.266,-0.5,-3.4,22.04,28.40,-61.00,-69.77,0.063,-0.051,112.31,112.96,0.296,0.312,0.053,0.043,0.022,0.013,0.180,0.204
40,90.600,89.970,1.260,1.275,95.24,94.12,65.87,68.24,34.13,31.76,10.24,12.07,62.65,59.20,27.11,28.74,31.64,31.64,1.068,1.036,0.901,0.887,344.5,369.4,3.298,3.212,-0.9,5.9,21.77,25.62,-65.27,-63.80,0.016,-0.068,107.57,112.34,0.308,0.309,0.060,0.051,0.024,0.016,0.184,0.159
41,91.860,91.250,1.260,1.280,95.24,93.75,66.27,65.23,33.73,34.77,9.58,8.98,62.87,62.87,27.54,28.14,30.77,30.77,1.182,0.954,0.965,0.857,345.1,340.7,3.424,3.065,1.4,-5.3,19.74,29.89,-69.64,-61.71,0.021,0.054,104.22,120.46,0.315,0.293,0.051,0.043,0.007,0.019,0.155,0.199
42,93.105,92.485,1.245,1.235,96.39,97.17,65.46,65.18,34.54,34.82,8.59,6.83,63.19,64.60,28.22,28.57,30.80,30.80,0.969,0.925,0.824,0.756,322.9,330.4,3.057,2.918,-1.1,1.2,18.73,27.57,-65.93,-62.06,0.021,-0.025,109.87,117.17,0.304,0.283,0.049,0.035,,0.020,0.134,0.195
43,94.365,93.735,1.260,1.250,95.24,96.00,64.68,65.20,35.32,34.80,6.13,7.98,66.87,64.42,26.99,27.61,32.23,32.23,1.167,0.937,0.891,0.874,332.3,352.8,3.391,,1.7,-4.3,24.78,30.86,-65.28,-62.33,0.032,0.036,106.02,120.58,0.300,0.264,0.049,,0.007,,0.186,
44,95.575,94.945,1.210,1.210,99.17,99.17,64.46,69.01,35.54,30.99,11.54,9.58,63.46,63.47,25.00,26.95,32.40,32.40,1.086,1.150,0.950,1.047,347.9,406.7,3.204,3.458,0.5,5.9,24.82,27.10,-65.92,-68.66,0.022,-0.039,107.51,107.25,0.310,0.312,0.051,0.047,0.006,0.038,0.186,0.212
45,96.790,96.195,1.215,1.250,98.77,96.00,67.08,66.80,32.92,33.20,11.04,10.78,60.74,59.88,28.22,29.34,31.82,31.82,1.131,0.991,0.937,0.881,359.4,361.4,3.544,3.191,-2.2,1.3,23.06,28.16,-69.78,-66.65,0.027,0.060,106.92,118.59,0.321,0.342,0.053,0.077,0.013,0.038,0.187,0.195
46,98.035,97.405,1.245,1.210,96.39,99.17,64.26,64.88,35.74,35.12,10.00,8.92,62.50,61.15,27.50,29.94,32.26,32.26,1.107,1.047,0.936,0.874,339.1,353.8,3.257,3.208,1.4,-0.8,24.61,25.64,-60.72,-60.05,0.050,0.022,106.97,109.01,0.282,0.262,0.045,0.019,0.025,,0.204,0.142
47,99.275,98.645,1.240,1.240,96.77,96.77,64.11,68.15,35.89,31.85,8.18,10.06,64.15,59.76,27.67,30.18,30.24,30.24,1.248,0.968,1.001,0.841,342.2,382.6,3.480,3.397,3.4,3.9,25.69,28.40,-64.31,-66.80,0.023,-0.067,106.27,123.46,0.301,0.327,0.050,0.060,0.018,0.025,0.208,0.182
48,100.500,99.885,1.225,1.240,97.96,96.77,66.53,66.13,33.47,33.87,10.43,10.37,61.96,60.37,27.61,29.27,31.84,31.84,1.018,1.086,0.880,0.973,375.4,364.9,3.278,3.232,-4.0,-3.0,26.54,28.88,-67.07,-65.83,0.060,0.068,112.28,110.16,0.311,0.279,0.050,0.018,0.016,0.000,0.208,0.187
49,101.710,101.110,1.210,1.225,99.17,97.96,65.70,65.31,34.30,34.69,10.69,11.25,62.26,60.00,27.04,28.75,30.54,30.54,1.088,0.952,0.963,0.853,376.3,368.6,3.437,3.049,3.2,-1.4,24.23,25.21,-65.79,-61.03,0.025,-0.051,108.37,116.85,0.304,0.304,0.055,0.056,0.019,0.023,0.197,0.171
50,102.915,102.305,1.205,1.195,99.59,100.42,65.15,65.27,34.85,34.73,10.83,8.97,63.06,62.82,26.11,28.21,31.98,31.98,1.084,1.056,0.897,0.944,361.2,405.4,3.290,3.258,2.2,5.4,23.08,26.14,-64.58,-65.90,0.032,-0.062,107.68,111.41,0.302,0.318,0.052,0.062,0.015,0.037,0.186,0.200
51,104.120,103.540,1.205,1.235,99.59,97.17,65.15,65.99,34.85,34.01,10.83,9.82,63.06,60.74,26.11,29.45,30.00,30.00,1.106,1.145,0.940,1.014,366.4,372.2,3.467,3.457,-2.1,0.3,22.20,24.92,-69.51,-68.04,0.013,-0.020,106.33,106.23,0.328,0.323,0.063,0.057,0.006,0.023,0.166,0.173
52,105.360,104.740,1.240,1.200,96.77,100.00,65.32,65.00,34.68,35.00,9.88,7.05,64.81,62.82,25.31,30.13,30.80,30.80,1.116,1.032,0.937,0.857,349.2,380.3,3.400,3.224,1.4,-2.4,23.24,27.06,-65.47,-69.05,-0.012,0.031,107.33,110.55,0.317,0.315,0.065,0.047,0.012,0.015,0.174,0.193
