Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
13,41.770,41.200,1.160,1.240,103.45,96.77,68.10,64.11,31.90,35.89,8.86,14.47,58.86,61.01,32.28,24.53,32.37,32.37,1.127,0.955,0.913,0.875,361.9,301.7,3.312,2.891,-0.3,1.3,25.60,25.64,-66.17,-55.25,0.020,-0.032,106.07,110.26,0.288,0.263,0.034,0.042,0.016,0.017,0.192,0.181
14,42.995,42.405,1.225,1.205,97.96,99.59,68.16,63.07,31.84,36.93,13.17,13.82,57.49,58.55,29.34,27.63,29.87,29.87,0.998,1.009,0.897,0.862,396.2,313.9,3.173,2.956,0.8,0.1,24.08,20.31,-66.39,-60.50,-0.030,-0.023,108.25,107.44,0.288,0.282,0.034,0.049,0.023,0.007,0.182,0.147
15,44.160,43.560,1.165,1.155,103.00,103.90,65.67,63.64,34.33,36.36,9.15,9.52,58.17,63.95,32.68,26.53,28.81,28.81,1.091,1.028,0.953,0.904,381.7,323.2,3.343,3.174,1.3,0.3,24.80,22.89,-68.06,-55.48,0.027,-0.028,107.53,107.94,0.295,0.273,0.038,0.049,0.016,0.015,0.180,0.165
16,45.335,44.775,1.175,1.215,102.13,98.77,68.51,61.73,31.49,38.27,9.94,6.67,58.39,65.33,31.68,28.00,33.05,33.05,1.169,1.216,0.978,1.007,400.5,312.2,3.477,3.298,-2.4,0.7,26.53,23.58,-69.60,-61.65,0.037,-0.022,106.56,105.33,0.312,0.291,0.049,0.053,0.023,0.020,0.187,0.190
17,46.550,45.940,1.215,1.165,98.77,103.00,67.49,64.81,32.51,35.19,14.02,9.27,56.71,62.91,29.27,27.81,32.22,32.22,0.949,1.026,0.839,0.843,375.0,347.9,3.100,3.160,2.1,-1.4,25.14,24.04,-63.85,-60.25,0.029,-0.030,110.88,107.10,0.287,0.270,0.040,0.034,0.027,0.006,0.192,0.165
18,47.740,47.135,1.190,1.195,100.84,100.42,66.39,65.27,33.61,34.73,10.13,8.97,60.13,64.74,29.75,26.28,31.84,31.84,1.055,1.062,0.884,0.944,379.0,323.7,3.293,3.154,-1.6,0.9,24.05,24.36,-69.03,-57.56,0.023,0.031,107.59,104.43,0.303,0.265,0.041,0.037,0.022,,0.185,0.153
19,48.965,48.360,1.225,1.225,97.96,97.96,66.53,64.49,33.47,35.51,10.43,11.39,59.51,62.66,30.06,25.95,30.90,30.90,1.132,0.947,0.932,0.819,367.2,318.6,3.404,2.919,-2.1,-0.4,24.92,26.70,-68.61,-59.25,0.025,-0.032,107.40,114.51,0.316,0.276,0.055,0.037,0.029,0.006,0.194,0.174
20,50.135,49.525,1.170,1.165,102.56,103.00,65.38,66.09,34.62,33.91,11.76,11.04,58.82,61.69,29.41,27.27,31.40,31.40,1.031,1.096,0.896,0.922,365.4,379.3,3.143,3.353,1.6,2.6,24.93,26.11,-64.78,-61.85,0.055,-0.028,109.05,106.98,0.302,0.293,0.054,0.054,0.041,0.034,0.204,0.219
21,51.370,50.735,1.235,1.210,97.17,99.17,67.61,64.88,32.39,35.12,10.78,10.19,60.48,63.69,28.74,26.11,33.61,33.61,1.023,0.959,0.896,0.847,356.4,305.1,3.221,2.873,0.9,0.3,23.70,25.60,-61.95,-56.14,0.030,0.015,107.47,107.75,0.289,0.262,0.045,0.034,0.029,0.012,0.165,0.180
22,52.535,51.925,1.165,1.190,103.00,100.84,63.09,67.23,36.91,32.77,8.16,10.00,59.86,62.50,31.97,27.50,30.00,30.00,1.043,1.093,0.895,0.902,356.3,352.4,3.176,3.424,-0.4,-0.3,25.67,24.20,-67.36,-63.90,0.028,-0.024,109.73,106.88,0.291,0.299,0.034,0.048,0.019,0.015,0.194,0.169
23,53.740,53.125,1.205,1.200,99.59,100.00,65.56,65.83,34.44,34.17,10.13,8.86,59.49,63.29,30.38,27.85,31.43,31.43,1.028,0.986,0.840,0.863,364.9,329.7,3.150,3.082,0.6,3.5,24.76,24.97,-68.13,-61.18,0.015,-0.017,107.91,109.98,0.291,0.288,0.032,0.049,0.019,0.020,0.192,0.194
24,54.975,54.350,1.235,1.225,97.17,97.96,66.80,65.31,33.20,34.69,10.30,11.25,60.00,64.38,29.70,24.38,32.08,32.08,1.004,0.937,0.883,0.851,358.0,322.6,3.106,3.058,-0.7,-1.9,24.75,23.41,-65.00,-52.80,0.030,-0.054,108.81,116.78,0.295,0.261,0.046,0.043,0.027,0.010,0.184,0.151
25,56.130,55.550,1.155,1.200,103.90,100.00,67.53,66.25,32.47,33.75,10.26,7.55,58.97,64.15,30.77,28.30,34.32,34.32,1.037,0.870,0.881,0.810,367.1,341.2,3.151,2.999,1.1,-1.0,23.75,25.99,-68.65,-64.70,-0.021,-0.030,108.33,122.99,0.305,0.318,0.044,0.060,0.019,0.024,0.171,0.175
26,57.340,56.730,1.210,1.180,99.17,101.69,66.94,66.10,33.06,33.90,14.81,10.26,55.56,62.82,29.63,26.92,31.54,31.54,0.919,0.975,0.844,0.938,378.5,350.3,3.064,3.082,-3.9,3.0,22.00,24.88,-69.00,-63.41,0.016,-0.029,113.13,109.62,0.301,0.291,0.039,0.046,0.021,0.021,0.169,0.195
27,58.495,57.935,1.155,1.205,103.90,99.59,68.40,64.73,31.60,35.27,6.33,10.26,62.66,62.82,31.01,26.92,33.19,33.19,1.096,0.928,0.939,0.785,371.5,326.8,3.332,2.941,3.2,-3.3,25.62,24.72,-68.02,-56.67,0.020,-0.021,106.92,113.66,0.316,0.270,0.055,0.042,0.029,0.009,0.189,0.165
28,59.750,59.125,1.255,1.190,95.62,100.84,66.53,63.87,33.47,36.13,14.37,10.53,55.69,59.87,29.94,29.61,29.96,29.96,1.112,1.011,0.903,0.912,371.7,349.0,3.243,3.077,-0.7,0.2,28.60,27.48,-66.82,-61.30,0.035,0.022,109.19,110.51,0.304,0.298,0.049,0.053,0.036,0.019,0.212,0.200
29,60.965,60.360,1.215,1.235,98.77,97.17,66.26,63.97,33.74,36.03,12.42,12.66,57.76,60.76,29.81,26.58,28.02,28.02,1.053,0.828,0.928,0.780,402.7,328.3,3.358,2.768,-0.8,3.5,25.85,26.45,-68.25,-56.70,-0.047,-0.026,106.90,124.65,0.293,0.287,0.035,0.059,0.020,0.018,0.193,0.183
30,62.145,61.520,1.180,1.160,101.69,103.45,64.83,63.36,35.17,36.64,7.84,12.93,60.13,57.82,32.03,29.25,29.75,29.75,0.961,0.996,0.838,0.892,372.5,326.0,3.080,2.910,-0.5,1.3,27.80,25.58,-64.45,-58.29,0.044,-0.041,113.32,108.22,0.295,0.267,0.045,0.031,0.031,0.004,0.203,0.181
31,63.355,62.730,1.210,1.210,99.17,99.17,64.88,64.05,35.12,35.95,8.28,13.55,61.15,60.00,30.57,26.45,28.40,28.40,1.025,1.023,0.894,0.901,385.7,340.8,3.116,3.029,-0.5,-1.1,25.68,24.90,-66.17,-56.15,-0.018,0.017,107.14,111.10,0.281,0.269,0.027,0.051,0.015,0.032,0.186,0.199
32,64.540,63.945,1.185,1.215,101.27,98.77,66.67,63.37,33.33,36.63,7.59,10.39,60.76,62.99,31.65,26.62,30.93,30.93,1.051,0.920,0.874,0.793,379.9,350.7,3.308,3.042,0.3,-1.3,24.07,25.62,-68.43,-59.25,-0.025,-0.026,107.95,114.10,0.301,0.271,0.042,0.031,0.028,,0.187,0.151
33,65.755,65.125,1.215,1.180,98.77,101.69,65.43,64.41,34.57,35.59,8.81,6.58,61.01,67.11,30.19,26.32,30.74,30.74,0.965,0.938,0.836,0.811,351.5,323.3,3.026,2.922,0.7,3.4,25.66,24.62,-61.79,-52.29,0.036,-0.041,111.88,111.25,0.278,0.265,0.040,0.049,0.025,0.021,0.197,0.168
34,66.945,66.345,1.190,1.220,100.84,98.36,67.23,65.16,32.77,34.84,12.50,9.43,55.62,64.15,31.88,26.42,31.80,31.80,0.919,1.012,0.803,0.842,392.7,347.2,3.196,3.032,0.6,0.1,24.06,25.78,-67.66,-61.19,0.021,0.017,114.82,110.26,0.319,0.284,0.059,0.043,0.038,0.020,0.192,0.200
35,68.125,67.540,1.180,1.195,101.69,100.42,68.64,64.44,31.36,35.56,10.49,11.04,59.26,63.64,30.25,25.32,32.48,32.48,0.923,1.005,0.823,0.933,427.6,338.8,3.183,3.123,-2.8,1.4,26.70,23.08,-67.10,-54.40,0.017,-0.021,116.86,109.27,0.306,0.258,0.048,0.038,0.041,0.015,0.224,0.185
36,69.340,68.710,1.215,1.170,98.77,102.56,65.84,64.10,34.16,35.90,15.00,7.33,54.38,63.33,30.62,29.33,31.12,31.12,0.958,0.972,0.869,0.858,363.3,348.8,3.086,3.096,2.1,1.1,22.84,23.69,-65.05,-61.55,0.019,-0.033,109.99,112.36,0.285,0.284,0.034,0.035,0.020,,0.167,0.145
37,70.520,69.915,1.180,1.205,101.69,99.59,66.10,65.56,33.90,34.44,6.41,10.13,62.82,62.03,30.77,27.85,32.24,32.24,0.937,1.077,0.875,0.911,411.3,340.1,3.304,3.262,-1.3,0.2,27.07,25.25,-67.24,-61.53,0.036,-0.018,114.65,108.85,0.299,0.301,0.042,0.058,0.024,0.030,0.202,0.198
38,71.745,71.140,1.225,1.225,97.96,97.96,67.76,64.90,32.24,35.10,7.83,10.69,62.05,59.75,30.12,29.56,31.22,31.22,1.092,1.015,0.898,0.874,399.4,330.8,3.386,3.125,2.6,-0.8,28.27,27.12,-67.87,-59.37,0.022,-0.051,107.94,118.71,0.297,0.302,0.038,0.063,0.017,0.023,0.190,0.182
39,72.940,72.325,1.195,1.185,100.42,101.27,64.44,64.56,35.56,35.44,12.34,13.07,55.84,58.82,31.82,28.10,31.15,31.15,1.029,1.139,0.901,1.039,368.2,377.1,3.224,3.378,-2.1,1.8,24.40,30.33,-69.30,-63.63,0.022,0.030,112.05,111.93,0.309,0.293,0.049,0.044,0.026,0.031,0.186,0.257
40,74.155,73.545,1.215,1.220,98.77,98.36,66.26,65.98,33.74,34.02,9.94,13.04,59.63,59.01,30.43,27.95,31.25,31.25,1.052,0.991,0.882,0.812,371.1,331.6,3.260,3.053,1.8,-1.4,26.10,24.89,-64.39,-60.43,0.026,0.014,110.52,109.00,0.284,0.264,0.033,0.027,0.013,0.000,0.178,0.169
41,75.340,74.745,1.185,1.200,101.27,100.00,65.40,65.42,34.60,34.58,10.97,10.19,58.06,63.06,30.97,26.75,30.77,30.77,1.121,0.976,1.025,0.885,378.1,349.6,3.337,3.206,-4.4,1.5,24.60,27.00,-67.56,-57.44,0.036,-0.030,109.14,113.44,0.290,0.277,0.035,0.046,0.025,0.023,0.193,0.195
42,76.510,75.915,1.170,1.170,102.56,102.56,65.38,65.81,34.62,34.19,9.15,10.39,59.48,61.69,31.37,27.92,28.69,28.69,1.038,1.004,0.926,0.838,389.8,370.8,3.252,3.126,3.0,-1.3,27.61,27.69,-68.15,-59.21,-0.050,-0.030,111.10,107.01,0.297,0.273,0.037,0.033,0.022,0.007,0.195,0.179
43,77.655,77.100,1.145,1.185,104.80,101.27,69.00,62.87,31.00,37.13,10.76,12.08,58.23,59.06,31.01,28.86,33.05,33.05,1.042,1.077,0.915,0.956,394.2,338.0,3.328,3.047,-1.5,-2.1,25.66,28.17,-68.74,-57.60,-0.023,-0.028,110.87,108.69,0.311,0.250,0.052,0.021,0.036,,0.201,0.195
44,78.885,78.295,1.230,1.195,97.56,100.42,67.07,62.76,32.93,37.24,17.58,14.00,53.94,60.00,28.48,26.00,29.46,29.46,0.990,1.004,0.901,0.910,385.6,303.7,3.234,3.000,1.7,-0.2,27.01,26.04,-66.97,-55.09,0.055,-0.035,114.25,112.68,0.300,0.290,0.041,0.064,0.021,0.031,0.184,0.194
45,80.100,79.500,1.215,1.205,98.77,99.59,65.43,63.07,34.57,36.93,11.32,9.87,57.86,61.84,30.82,28.29,30.08,30.08,1.155,1.036,0.951,0.891,379.4,329.4,3.396,3.194,-0.0,1.8,24.74,29.38,-72.73,-58.98,-0.018,-0.021,107.28,115.48,0.289,0.280,0.019,0.044,,0.013,0.179,0.198
46,81.280,80.680,1.180,1.180,101.69,101.69,66.95,65.68,33.05,34.32,10.13,9.03,58.86,63.23,31.01,27.74,30.04,30.04,1.055,1.005,0.922,0.954,393.5,334.6,3.377,3.134,-1.8,1.9,23.10,23.64,-67.75,-63.24,0.015,-0.019,107.76,108.66,0.294,0.286,0.036,0.033,0.018,0.008,0.175,0.163
47,82.470,81.895,1.190,1.215,100.84,98.77,66.81,62.14,33.19,37.86,10.69,10.60,57.23,62.91,32.08,26.49,27.71,27.71,1.044,1.013,0.921,0.850,401.2,310.4,3.362,2.953,3.1,-3.2,26.88,27.58,-69.58,-55.95,-0.051,-0.072,110.93,111.15,0.308,0.266,0.046,0.039,0.026,0.014,0.194,0.185
48,83.685,83.050,1.215,1.155,98.77,103.90,65.02,61.90,34.98,38.10,13.29,11.89,56.33,60.14,30.38,27.97,30.00,30.00,0.957,1.006,0.848,0.916,344.9,324.6,2.989,3.098,-3.3,3.5,24.78,24.69,-61.72,-54.91,-0.014,-0.032,110.46,110.38,0.297,0.278,0.056,0.050,0.037,0.024,0.179,0.185
49,84.870,84.250,1.185,1.200,101.27,100.00,64.56,65.42,35.44,34.58,6.54,8.28,63.40,64.97,30.07,26.75,29.92,29.92,1.015,0.959,0.854,0.835,357.1,350.7,3.176,3.109,3.3,2.1,25.27,24.79,-68.72,-57.52,-0.020,-0.026,111.06,112.65,0.305,0.294,0.042,0.063,0.021,0.030,0.198,0.183
50,86.035,85.470,1.165,1.220,103.00,98.36,67.38,64.34,32.62,35.66,11.46,7.64,58.60,63.69,29.94,28.66,30.17,30.17,1.124,0.931,1.017,0.822,422.9,301.0,3.540,2.836,-0.2,-1.1,27.40,23.07,-67.23,-60.09,-0.027,-0.020,107.80,115.07,0.299,0.294,0.042,0.052,0.027,0.030,0.209,0.177
51,87.210,86.630,1.175,1.160,102.13,103.45,66.81,62.93,33.19,37.07,10.83,8.90,57.32,60.27,31.85,30.82,29.41,29.41,0.944,1.015,0.825,0.933,402.6,339.0,3.301,3.170,-0.9,1.8,25.67,28.26,-67.05,-61.92,0.031,-0.035,114.57,115.29,0.314,0.325,0.055,0.077,0.029,0.048,0.177,0.219
52,88.435,87.820,1.225,1.190,97.96,100.84,66.12,62.18,33.88,37.82,16.05,10.14,53.70,61.49,30.25,28.38,31.58,31.58,0.969,0.975,0.887,0.890,385.3,328.3,3.157,2.925,0.5,-2.1,26.07,28.77,-67.03,-54.65,-0.047,-0.026,113.22,113.10,0.292,0.261,0.038,0.040,0.023,0.022,0.196,0.223
53,89.670,89.055,1.235,1.235,97.17,97.17,65.99,65.18,34.01,34.82,12.27,13.04,57.06,57.76,30.67,29.19,30.71,30.71,1.099,0.980,0.897,0.837,359.7,337.0,3.320,3.078,-2.5,2.4,24.63,26.72,-68.60,-63.94,0.024,-0.043,108.12,115.80,0.311,0.322,0.049,0.071,0.027,0.039,0.187,0.207
54,90.880,90.260,1.210,1.205,99.17,99.59,66.12,65.56,33.88,34.44,10.00,11.39,58.75,61.39,31.25,27.22,32.24,32.24,1.023,1.038,0.887,0.859,383.3,355.5,3.255,3.121,1.2,-0.1,24.69,30.54,-70.10,-60.97,0.034,-0.023,110.42,108.06,0.317,0.288,0.056,0.043,0.030,0.020,0.188,0.214
