Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
3,31.125,31.730,7.100,1.180,16.90,101.69,97.25,74.15,2.75,25.85,0.72,5.71,97.03,78.29,2.24,16.00,59.19,59.19,0.249,0.433,0.056,0.074,221.8,130.3,,1.459,-10.6,1.2,0.41,0.44,-24.22,-20.75,-0.006,0.024,110.28,104.05,0.106,0.105,,0.028,,0.027,,0.034
4,32.485,,1.360,,88.24,,81.62,,18.38,,4.50,,72.52,,22.97,,,,0.308,,0.055,,182.8,,0.963,,2.6,,0.58,,-31.38,,0.018,,105.20,,0.122,,0.008,,0.027,,0.019,
5,44.745,45.360,12.260,13.630,9.79,8.80,97.23,96.55,2.77,3.45,0.42,0.38,98.32,97.07,1.26,2.55,25.30,25.30,0.564,1.126,0.076,0.130,212.6,362.9,,2.850,-9.6,-10.6,14.82,21.56,-23.26,-78.16,0.032,-0.030,110.35,105.71,0.116,0.251,,0.024,,0.015,,0.117
6,46.010,46.595,1.265,1.235,94.86,97.17,62.45,64.78,37.55,35.22,7.59,9.38,61.39,63.75,31.01,26.88,26.50,26.50,0.971,0.953,0.798,0.795,344.5,323.8,,2.844,9.0,2.8,14.02,19.16,-69.57,-61.73,0.055,-0.057,106.40,106.71,0.256,0.248,,0.061,,0.040,,0.108
7,47.180,47.805,1.170,1.210,102.56,99.17,63.68,63.64,36.32,36.36,6.71,6.49,64.43,66.23,28.86,27.27,29.66,29.66,0.970,0.819,0.795,0.655,350.1,297.6,2.828,2.379,-1.7,-5.5,17.78,16.14,-68.84,-60.92,-0.016,0.025,104.84,107.89,0.245,0.237,0.050,0.054,0.035,0.042,0.125,0.099
8,48.495,49.250,1.315,1.445,91.25,83.04,63.12,60.21,36.88,39.79,9.04,8.62,65.06,62.64,25.90,28.74,24.57,24.57,0.964,0.949,0.741,0.728,298.8,300.6,2.599,2.589,-3.1,2.2,20.75,21.76,-59.65,-63.50,0.014,-0.040,106.01,114.19,0.232,0.245,0.055,0.049,0.037,0.021,0.138,0.140
9,49.940,50.625,1.445,1.375,83.04,87.27,64.36,63.27,35.64,36.73,7.53,6.32,62.90,64.37,29.57,29.31,20.80,20.80,1.052,1.155,0.757,0.862,315.4,357.8,2.858,,-2.8,0.5,21.84,21.35,-68.45,-68.22,0.053,-0.065,109.89,107.95,0.246,0.271,0.050,,0.034,,0.156,
10,51.310,51.990,1.370,1.365,87.59,87.91,57.66,64.10,42.34,35.90,9.49,5.71,66.46,65.14,24.05,29.14,23.36,23.36,1.014,1.055,0.758,0.772,348.8,325.7,2.706,2.849,1.3,-2.2,21.21,23.02,-67.90,-67.63,0.097,-0.044,110.18,108.92,0.252,0.260,0.059,0.061,0.046,0.044,0.153,0.145
11,52.680,53.340,1.370,1.350,87.59,88.89,59.12,64.81,40.88,35.19,10.49,8.57,66.67,62.29,22.84,29.14,29.32,29.32,1.045,1.161,0.777,0.870,364.7,321.2,,2.976,-0.8,1.6,20.55,19.49,-70.74,-68.92,0.027,-0.030,105.99,104.14,0.250,0.271,,0.067,,0.039,,0.122
12,54.010,54.655,1.330,1.315,90.23,91.25,65.04,62.36,34.96,37.64,8.09,8.54,63.58,60.98,28.32,30.49,20.61,20.61,1.135,0.982,0.863,0.781,327.8,337.8,2.962,2.754,1.1,1.3,23.25,21.51,-69.72,-70.07,0.022,-0.031,106.02,110.75,0.250,0.283,0.051,0.076,0.042,0.039,0.163,0.130
13,55.320,55.970,1.310,1.315,91.60,91.25,58.40,58.17,41.60,41.83,9.15,8.50,67.32,67.97,23.53,23.53,20.85,20.85,1.107,1.070,0.857,0.849,324.3,338.6,,2.996,0.2,1.6,20.73,23.10,-68.23,-70.46,0.040,-0.049,105.09,109.58,0.243,0.262,,0.056,,0.036,,0.149
14,56.615,57.265,1.295,1.295,92.66,92.66,63.32,61.78,36.68,38.22,7.32,7.50,61.59,61.88,31.10,30.62,25.87,25.87,1.108,1.136,0.851,0.892,343.1,321.0,3.003,3.020,-0.2,-3.1,22.05,23.41,-70.93,-66.92,0.030,0.009,105.15,108.52,0.255,0.273,0.053,0.072,0.026,0.045,0.134,0.138
15,57.910,58.560,1.295,1.295,92.66,92.66,64.09,62.16,35.91,37.84,9.64,9.32,62.05,60.87,28.31,29.81,20.46,20.46,1.166,1.188,0.932,0.936,337.9,356.6,3.138,3.192,-2.1,3.1,22.53,23.60,-71.16,-68.74,0.037,-0.040,107.05,106.18,0.252,0.274,0.051,0.070,0.035,0.036,0.152,0.141
16,59.205,59.835,1.295,1.275,92.66,94.12,58.30,62.35,41.70,37.65,8.61,7.55,67.55,63.52,23.84,28.93,25.48,25.48,1.120,1.200,0.876,0.934,374.4,348.8,3.112,3.294,-1.2,-1.8,22.96,23.66,-72.70,-69.09,0.050,-0.028,107.07,106.20,0.259,0.262,0.055,0.059,0.036,0.034,0.147,0.144
17,60.500,61.100,1.295,1.265,92.66,94.86,62.55,64.43,37.45,35.57,8.64,7.98,60.49,63.19,30.86,28.83,25.00,25.00,1.190,1.154,0.950,0.951,307.7,345.0,3.005,3.300,4.1,5.3,20.98,21.14,-68.20,-68.57,0.053,-0.038,106.91,106.42,0.252,0.268,0.058,0.069,0.034,0.049,0.146,0.127
18,61.720,62.335,1.220,1.235,98.36,97.17,61.89,61.94,38.11,38.06,7.95,7.84,60.26,59.48,31.79,32.68,20.24,20.24,1.274,1.169,1.035,0.953,380.9,351.4,3.416,3.182,-0.4,-2.1,24.30,22.81,-73.37,-70.50,0.038,-0.019,106.32,106.47,0.265,0.269,0.059,0.064,0.038,0.035,0.163,0.138
19,62.955,63.590,1.235,1.255,97.17,95.62,58.30,62.95,41.70,37.05,13.19,8.23,63.19,60.13,23.61,31.65,26.67,26.67,1.062,1.108,0.887,0.892,387.9,350.2,3.074,3.060,0.6,1.8,22.99,22.68,-71.29,-70.79,0.045,-0.048,107.66,108.48,0.254,0.263,0.052,0.058,0.023,0.037,0.141,0.145
20,64.230,64.855,1.275,1.265,94.12,94.86,63.14,63.24,36.86,36.76,9.94,8.75,58.39,61.25,31.68,30.00,26.21,26.21,1.085,1.230,0.883,0.998,375.9,336.2,3.065,3.293,-1.2,-1.3,22.74,22.91,-73.49,-70.34,0.039,-0.026,108.79,105.18,0.262,0.268,0.054,0.063,0.035,0.031,0.150,0.136
21,65.470,66.125,1.240,1.270,96.77,94.49,63.71,61.42,36.29,38.58,9.49,7.05,58.23,60.90,32.28,32.05,26.36,26.36,1.138,1.234,0.918,0.960,390.9,372.1,3.171,3.196,-1.0,-0.7,22.11,21.15,-76.01,-72.27,0.026,-0.010,105.75,104.61,0.268,0.278,0.056,0.068,0.030,0.038,0.145,0.138
22,66.760,67.390,1.290,1.265,93.02,94.86,64.34,63.24,35.66,36.76,10.24,7.50,59.04,63.12,30.72,29.38,27.60,27.60,1.161,1.221,0.906,0.965,378.5,341.8,3.183,3.261,-1.7,-0.8,21.00,23.50,-73.35,-69.78,0.042,-0.033,106.35,104.64,0.252,0.269,0.045,0.064,0.033,0.033,0.145,0.130
23,68.010,68.655,1.250,1.265,96.00,94.86,64.80,61.66,35.20,38.34,11.11,8.33,58.02,60.90,30.86,30.77,27.35,27.35,1.215,1.136,0.999,0.914,392.8,338.0,3.328,3.079,1.3,2.1,23.52,23.39,-76.00,-69.13,0.047,-0.044,107.11,107.77,0.261,0.270,0.049,0.067,0.030,0.034,0.159,0.135
24,69.235,69.890,1.225,1.235,97.96,97.17,66.94,58.30,33.06,41.70,9.76,9.72,60.98,65.28,29.27,25.00,23.89,23.89,1.094,1.139,0.902,0.950,377.3,333.8,3.103,3.113,-1.7,-3.1,22.60,23.65,-72.96,-67.42,0.036,0.014,106.11,105.84,0.251,0.263,0.047,0.064,0.027,0.032,0.141,0.134
25,70.470,71.125,1.235,1.235,97.17,97.17,65.59,61.54,34.41,38.46,12.96,7.89,56.17,60.53,30.86,31.58,26.56,26.56,1.250,1.216,1.026,0.980,390.2,337.9,3.353,3.255,0.7,3.0,22.03,22.39,-76.61,-69.84,0.052,-0.033,105.76,105.75,0.272,0.270,0.061,0.066,0.035,0.038,0.146,0.140
26,71.750,72.405,1.280,1.280,93.75,93.75,63.67,62.11,36.33,37.89,11.66,7.55,57.67,61.01,30.67,31.45,26.80,26.80,1.066,0.991,0.842,0.817,363.0,315.4,2.890,2.848,0.7,2.7,22.18,21.80,-74.90,-67.39,0.030,-0.039,105.44,110.82,0.252,0.262,0.043,0.062,0.021,0.035,0.141,0.130
27,73.000,73.625,1.250,1.220,96.00,98.36,65.60,64.75,34.40,35.25,10.37,8.86,61.59,62.03,28.05,29.11,31.35,31.35,1.107,1.163,0.899,0.934,373.5,342.1,3.059,3.206,-0.2,0.6,20.57,24.39,-72.11,-67.68,0.044,-0.031,105.85,107.66,0.256,0.283,0.052,0.081,0.033,0.047,0.132,0.143
28,74.260,75.055,1.260,1.430,95.24,83.92,65.48,53.85,34.52,46.15,13.94,13.64,54.55,61.69,31.52,24.68,18.84,18.84,1.204,1.330,0.956,0.970,382.3,340.0,3.106,3.143,0.0,0.5,23.05,25.36,-75.73,-66.90,0.055,-0.042,105.47,108.99,0.264,0.263,0.053,0.063,0.035,0.046,0.150,0.192
29,75.720,76.355,1.460,1.300,82.19,92.31,64.04,63.08,35.96,36.92,11.76,8.54,52.41,57.93,35.83,33.54,25.30,25.30,1.263,1.207,0.906,0.936,340.4,340.4,3.178,3.165,-3.4,-1.8,21.97,23.48,-76.22,-71.44,0.050,-0.057,107.64,106.39,0.290,0.266,0.081,0.060,0.050,0.038,0.160,0.143
30,76.985,77.595,1.265,1.240,94.86,96.77,63.24,62.90,36.76,37.10,9.38,8.33,58.12,61.54,32.50,30.13,25.51,25.51,1.226,1.126,0.974,0.939,359.7,363.8,3.149,3.098,-1.5,1.2,20.80,20.78,-74.37,-69.07,0.039,-0.039,104.65,105.62,0.260,0.259,0.053,0.055,0.032,0.025,0.136,0.117
31,78.220,78.820,1.235,1.225,97.17,97.96,62.75,63.67,37.25,36.33,8.39,8.33,61.94,58.97,29.68,32.69,28.96,28.96,1.158,1.177,0.941,0.934,367.3,357.8,3.298,3.105,1.5,0.1,25.62,21.84,-75.41,-70.69,0.038,-0.048,109.37,106.70,0.255,0.260,0.046,0.052,0.025,0.025,0.161,0.127
32,79.515,80.145,1.295,1.325,92.66,90.57,63.32,64.15,36.68,35.85,9.76,12.94,63.41,60.00,26.83,27.06,25.69,25.69,1.055,1.145,0.849,0.927,335.6,358.4,3.062,3.160,-0.4,5.0,22.70,22.80,-63.99,-70.12,0.035,-0.077,107.30,107.74,0.250,0.253,0.062,0.047,0.032,0.023,0.141,0.129
33,80.780,81.405,1.265,1.260,94.86,95.24,63.24,63.10,36.76,36.90,10.00,8.18,59.38,59.75,30.62,32.08,27.89,27.89,1.237,1.256,0.991,0.992,372.7,361.8,3.300,3.336,0.7,-0.9,22.34,23.89,-73.63,-73.53,0.044,-0.025,104.86,105.16,0.256,0.268,0.049,0.058,0.026,0.037,0.143,0.141
34,82.035,82.660,1.255,1.255,95.62,95.62,64.94,57.37,35.06,42.63,7.98,11.11,60.12,64.58,31.90,24.31,20.65,20.65,1.150,1.124,0.937,0.942,356.2,360.3,3.154,3.072,0.8,1.5,21.53,23.50,-75.14,-70.63,0.052,-0.058,105.75,108.62,0.265,0.266,0.055,0.060,0.031,0.039,0.139,0.147
