Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
85,144.900,145.505,1.195,1.205,100.42,99.59,63.60,63.49,36.40,36.51,9.21,11.11,61.84,60.13,28.95,28.76,22.50,22.50,1.030,1.120,0.869,0.945,379.1,370.8,2.992,3.135,0.1,2.4,19.57,24.51,-73.66,-67.73,0.055,-0.018,106.49,105.21,0.262,0.255,0.054,0.065,0.037,0.036,0.119,0.161
86,146.100,146.700,1.200,1.195,100.00,100.42,59.17,59.00,40.83,41.00,8.45,9.22,70.42,65.96,21.13,24.82,19.15,19.15,1.100,1.035,0.928,0.886,376.6,342.4,3.215,2.953,0.6,1.9,21.45,23.22,-74.09,-69.02,0.047,-0.044,105.76,107.78,0.270,0.251,0.063,0.059,0.038,0.039,0.125,0.165
87,147.275,147.890,1.175,1.190,102.13,100.84,60.85,59.66,39.15,40.34,9.79,9.15,68.53,67.61,21.68,23.24,19.75,19.75,1.052,1.043,0.903,0.883,366.7,354.6,3.027,2.989,-1.7,-0.9,18.35,24.13,-68.78,-67.70,0.051,-0.041,106.66,107.64,0.266,0.253,0.069,0.064,0.051,0.040,0.112,0.168
88,148.490,149.095,1.215,1.205,98.77,99.59,59.26,63.49,40.74,36.51,11.11,9.80,66.67,61.44,22.22,28.76,27.08,27.08,1.147,1.061,0.975,0.891,371.7,367.6,3.260,3.045,0.1,-1.2,19.28,23.91,-73.77,-68.47,0.050,-0.025,105.23,107.70,0.271,0.251,0.065,0.060,0.047,0.033,0.125,0.175
89,149.690,150.310,1.200,1.215,100.00,98.77,63.75,63.37,36.25,36.63,6.54,9.09,66.01,61.04,27.45,29.87,26.97,26.97,1.069,0.919,0.886,0.780,363.6,349.9,,2.814,1.2,0.5,18.83,24.05,-70.89,-66.68,0.034,-0.018,106.01,112.05,0.267,0.253,,0.070,,0.051,,0.179
90,150.895,151.525,1.205,1.215,99.59,98.77,63.90,63.37,36.10,36.63,7.14,8.44,63.64,61.69,29.22,29.87,30.00,30.00,1.112,1.003,0.909,0.844,357.0,341.6,3.155,2.866,0.9,2.8,21.45,24.60,-72.06,-69.55,0.022,-0.038,104.80,109.34,0.264,0.261,0.061,0.068,0.034,0.040,0.131,0.178
91,152.095,152.735,1.200,1.210,100.00,99.17,67.08,63.64,32.92,36.36,9.32,10.39,60.87,60.39,29.81,29.22,31.02,31.02,1.104,0.996,0.932,0.842,351.8,360.0,3.121,2.921,1.3,1.7,21.60,24.58,-76.61,-69.26,0.031,-0.035,107.08,108.90,0.270,0.267,0.058,0.074,0.038,0.038,0.132,0.170
92,153.320,153.965,1.225,1.230,97.96,97.56,66.94,63.41,33.06,36.59,12.80,9.62,58.54,59.62,28.66,30.77,28.23,28.23,1.109,1.176,0.910,0.953,365.2,354.2,3.212,3.262,-6.4,-1.5,21.31,23.35,-73.72,-71.51,0.032,-0.021,105.04,105.81,0.266,0.269,0.063,0.073,0.043,0.042,0.125,0.173
93,154.560,155.170,1.240,1.205,96.77,99.59,64.52,62.24,35.48,37.76,12.50,11.33,56.88,56.00,30.62,32.67,27.31,27.31,1.127,1.022,0.939,0.858,359.1,343.4,3.170,2.855,3.0,2.4,17.02,23.48,-75.78,-70.85,0.021,-0.008,104.04,108.86,0.253,0.264,0.045,0.065,0.025,0.046,0.102,0.181
94,155.805,156.395,1.245,1.225,96.39,97.96,63.86,63.27,36.14,36.73,6.29,10.97,64.78,60.00,28.93,29.03,25.21,25.21,1.091,1.137,0.908,0.945,342.1,345.3,3.084,3.149,1.3,2.5,21.25,24.97,-69.66,-67.01,0.032,-0.066,106.64,108.03,0.264,0.250,0.067,0.066,0.039,0.050,0.132,0.178
95,156.995,157.610,1.190,1.215,100.84,98.77,63.03,59.26,36.97,40.74,8.00,10.42,60.67,65.97,31.33,23.61,23.33,23.33,1.112,1.017,0.923,0.873,336.8,343.1,3.120,2.922,-0.0,-4.1,19.79,23.47,-71.98,-65.29,0.025,-0.027,105.13,109.28,0.261,0.236,0.059,0.054,0.038,0.031,0.120,0.167
96,158.195,158.800,1.200,1.190,100.00,100.84,64.58,61.76,35.42,38.24,10.32,9.52,60.00,59.18,29.68,31.29,26.23,26.23,1.086,1.148,0.931,0.938,365.1,347.2,3.133,3.081,-0.9,0.8,20.74,23.72,-72.25,-67.22,0.039,-0.026,106.32,106.01,0.257,0.242,0.055,0.055,0.037,0.036,0.122,0.178
97,159.415,160.035,1.220,1.235,98.36,97.17,63.52,63.16,36.48,36.84,7.10,10.26,63.23,59.62,29.68,30.13,26.94,26.94,0.987,1.132,0.819,0.935,329.8,370.6,2.903,3.075,1.6,0.9,19.17,24.77,-70.48,-68.99,0.039,-0.042,107.59,107.08,0.247,0.253,0.049,0.059,0.025,0.033,0.115,0.182
98,160.640,161.245,1.225,1.210,97.96,99.17,64.08,62.40,35.92,37.60,7.64,9.93,63.69,60.26,28.66,29.80,26.75,26.75,1.199,1.175,0.998,0.981,378.7,339.4,3.299,3.161,-0.9,2.2,20.20,24.94,-72.88,-68.67,0.048,-0.058,104.63,105.89,0.270,0.260,0.064,0.070,0.039,0.046,0.124,0.179
99,161.855,162.465,1.215,1.220,98.77,98.36,64.20,63.93,35.80,36.07,7.05,9.62,61.54,61.54,31.41,28.85,27.98,27.98,1.062,0.918,0.884,0.779,381.3,347.9,3.027,2.812,-1.7,-2.0,20.68,23.95,-74.57,-67.82,0.050,-0.033,106.84,111.95,0.264,0.263,0.058,0.074,0.044,0.046,0.128,0.169
100,163.070,163.680,1.215,1.215,98.77,98.77,64.20,63.37,35.80,36.63,8.33,9.74,61.54,62.34,30.13,27.92,27.97,27.97,1.161,1.110,0.965,0.933,360.1,371.6,3.255,3.157,4.0,3.1,18.37,24.21,-73.69,-69.63,0.018,-0.051,103.66,106.13,0.253,0.264,0.048,0.071,0.024,0.044,0.108,0.171
101,164.250,164.905,1.180,1.225,101.69,97.96,65.68,58.78,34.32,41.22,8.39,10.42,62.58,65.28,29.03,24.31,26.23,26.23,1.190,1.198,0.979,0.973,332.0,372.6,3.210,3.287,-1.7,2.1,20.12,24.47,-73.68,-70.39,0.044,-0.028,104.43,105.60,0.252,0.274,0.049,0.081,0.036,0.052,0.120,0.183
102,165.470,166.095,1.220,1.190,98.36,100.84,67.62,64.29,32.38,35.71,11.52,10.46,60.00,59.48,28.48,30.07,30.61,30.61,1.212,1.054,0.996,0.915,340.3,366.9,3.403,2.996,-1.5,-4.4,20.78,23.30,-74.17,-70.07,0.032,-0.061,104.84,108.30,0.264,0.255,0.063,0.061,0.048,0.041,0.126,0.171
103,166.695,167.245,1.225,1.150,97.96,104.35,65.31,66.09,34.69,33.91,11.88,9.87,60.00,59.21,28.12,30.92,31.60,31.60,1.072,1.070,0.913,0.916,353.4,368.4,3.096,3.095,1.0,1.6,19.20,24.25,-76.13,-69.49,0.031,-0.037,105.53,107.59,0.266,0.265,0.059,0.072,0.041,0.047,0.121,0.169
104,167.850,168.495,1.155,1.250,103.90,96.00,65.37,60.40,34.63,39.60,6.62,14.57,65.56,62.91,27.81,22.52,24.50,24.50,1.133,1.012,0.960,0.861,341.6,357.8,3.167,2.924,0.9,-1.4,20.72,25.08,-71.53,-68.12,0.032,-0.046,105.32,111.39,0.262,0.257,0.063,0.069,0.037,0.043,0.125,0.195
105,169.095,169.705,1.245,1.210,96.39,99.17,64.26,63.22,35.74,36.78,11.88,9.80,61.25,59.48,26.88,30.72,26.25,26.25,1.080,1.129,0.920,0.968,363.6,338.4,3.169,3.129,0.7,3.4,20.53,22.75,-73.10,-70.46,0.018,-0.044,106.87,107.77,0.263,0.254,0.060,0.060,0.034,0.041,0.118,0.169
106,170.295,170.880,1.200,1.175,100.00,102.13,63.33,58.30,36.67,41.70,7.24,7.30,60.53,67.15,32.24,25.55,21.93,21.93,1.168,0.962,0.990,0.848,339.7,343.4,3.230,2.970,-0.9,-0.9,19.65,22.63,-75.37,-67.23,0.060,-0.024,105.31,112.14,0.268,0.256,0.063,0.071,0.043,0.042,0.121,0.150
107,171.435,172.030,1.140,1.150,105.26,104.35,64.91,66.09,35.09,33.91,6.76,7.89,62.84,57.89,30.41,34.21,27.71,27.71,0.992,1.031,0.946,0.850,302.4,393.5,,3.375,-0.5,-0.5,2.70,22.72,-68.95,-67.65,0.011,0.011,103.67,106.82,0.253,0.261,,0.075,,0.055,,0.169
108,172.590,173.195,1.155,1.165,103.90,103.00,61.47,82.40,38.53,17.60,7.04,5.21,47.89,67.19,45.07,27.60,86.27,86.27,0.771,0.233,0.436,0.137,336.3,277.4,,,-11.8,-3.3,4.34,0.89,-69.49,-39.61,-0.044,-0.023,122.01,111.50,0.264,0.134,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
