33,0,0
31,0,0
31,0,0
30,0,0
31,0,0
32,0,0
34,0,0
34,0,0
34,0,0
30,0,0
29,0,0
28,0,0
33,0,0
32,0,0
29,0,0
32,0,0
30,0,0
20,64,53
44,0,0
46,0,0
44,0,0
43,0,0
45,0,0
46,0,0
45,66,0
46,67,0
48,0,0
32,0,0
32,0,0
34,0,0
31,0,0
32,0,0
31,0,0
32,0,0
32,0,0
30,0,0
26,0,0
32,0,0
31,0,0
27,0,0
29,0,0
31,0,0
29,0,0
31,0,0
25,0,0
21,0,0
40,0,0
49,72,0
48,0,0
47,0,0
45,0,0
44,67,0
45,67,0
47,0,0
47,71,0
19,55,0
13,49,0
14,51,0
13,50,0
13,47,0
15,50,0
11,54,46
13,49,0
14,51,0
14,48,0
15,48,0
15,48,0
12,47,0
10,47,0
11,49,0
14,48,0
10,50,0
12,42,0
17,44,0
10,47,0
16,48,0
12,47,0
12,47,0
13,49,0
19,57,0
10,32,0
31,61,0
17,58,0
30,62,0
31,59,0
11,52,44
13,45,0
13,46,0
13,46,0
13,45,0
20,51,0
11,52,44
13,46,38
12,49,0
12,46,0
14,46,0
16,50,0
8,55,0
11,49,0
14,49,0
22,51,46
18,48,0
17,56,49
10,50,0
10,48,0
17,49,0
17,49,0
13,50,0
16,48,0
14,64,0
17,54,0
19,60,0
11,32,0
17,63,0
35,59,0
20,57,0
14,0,0
13,0,0
11,0,0
10,0,0
15,0,0
18,0,0
10,0,0
14,0,0
14,0,0
15,0,0
16,0,0
14,0,0
14,0,0
10,0,0
14,0,0
14,0,0
9,0,0
14,0,0
13,0,0
14,0,0
14,0,0
14,0,0
15,0,0
16,0,36
15,0,40
16,0,41
18,0,0
18,0,42
17,0,43
16,0,41
17,0,47
17,0,39
20,0,39
18,0,0
16,0,41
18,0,0
18,0,40
19,0,40
18,0,45
17,0,39
18,0,0
17,0,38
16,0,40
11,0,0
17,0,41
17,0,44
18,0,46
19,0,0
18,0,42
20,0,0
16,0,0
19,0,42
19,0,41
16,0,0
17,0,0
17,0,0
17,0,45
14,0,43
18,0,0
17,0,0
18,0,39
18,0,41
18,0,47
19,0,41
20,0,41
12,0,0
20,0,43
20,0,45
20,0,46
20,0,43
19,0,42
21,0,43
18,0,45
20,0,47
19,0,45
20,0,44
18,0,50
19,0,44
20,0,43
19,0,43
19,0,43
19,0,40
21,0,0
21,0,43
19,0,44
13,0,42
20,0,42
19,0,40
19,0,44
20,0,46
19,0,43
20,0,41
20,0,43
18,0,44
20,0,39
20,0,40
20,0,44
19,0,43
12,0,42
19,0,44
19,0,42
20,0,40
12,0,42
19,0,44
20,0,41
21,0,45
18,0,46
12,0,44
21,0,44
21,0,47
21,0,46
20,0,46
21,0,44
23,0,45
22,0,43
20,0,43
22,0,45
21,0,45
20,0,45
21,0,46
21,0,44
21,0,45
12,0,43
22,0,44
22,0,47
13,0,43
21,0,43
12,0,43
22,0,44
21,0,46
20,0,46
20,0,45
21,0,44
20,0,43
21,0,43
22,0,44
22,0,45
22,0,45
21,0,44
13,0,43
12,0,45
23,0,46
22,0,47
21,0,44
21,0,44
22,0,44
21,0,43
22,0,45
21,0,44
21,0,43
12,0,47
20,0,42
22,0,44
21,0,44
22,0,43
13,0,44
23,0,44
22,0,46
21,0,46
22,0,47
22,0,45
22,0,45
23,0,47
24,0,47
22,0,45
24,0,46
22,0,47
23,0,45
22,0,47
24,0,47
23,0,46
23,0,47
23,0,46
21,0,44
24,0,46
22,0,45
