29,0,0
29,0,0
29,0,0
25,0,0
30,0,0
27,0,0
30,0,0
30,0,0
28,0,0
30,0,0
44,0,0
27,0,0
26,0,0
23,0,0
26,0,0
25,0,0
30,0,0
28,0,0
30,0,0
31,0,0
31,0,0
31,0,0
27,0,0
38,71,0
42,66,0
41,64,0
39,61,0
40,64,0
33,0,0
42,68,0
43,68,0
41,63,0
40,64,0
30,0,0
28,0,0
30,0,0
31,0,0
34,0,0
31,0,0
27,0,0
30,0,0
36,0,0
32,0,0
31,0,0
48,0,0
26,50,0
28,0,0
30,0,0
32,0,0
29,0,0
30,0,0
16,0,0
30,0,0
31,0,0
28,0,0
24,0,0
35,59,0
40,63,0
42,66,0
44,69,0
41,66,0
43,67,0
39,63,0
39,0,0
40,0,0
27,0,0
13,48,0
15,50,0
13,50,0
15,48,0
17,50,0
13,48,0
17,52,43
14,47,0
15,47,0
16,50,39
14,47,0
19,43,0
12,51,0
17,49,0
14,47,0
14,49,0
19,53,45
13,41,32
18,45,0
12,47,0
14,47,40
16,51,0
17,52,0
18,57,0
16,54,0
20,57,0
18,57,0
45,0,0
17,59,0
16,54,0
19,54,0
17,56,43
26,58,45
21,53,42
18,51,0
13,44,0
14,49,39
16,49,0
15,47,0
17,54,0
23,56,46
16,51,0
14,47,0
15,53,0
20,52,0
17,46,0
14,49,41
12,49,0
14,48,39
12,48,0
21,48,0
20,50,0
19,53,0
18,47,0
12,47,0
17,49,0
17,46,0
15,43,0
21,58,0
21,59,0
31,56,0
21,57,0
28,55,0
22,51,0
18,57,0
17,57,0
18,58,0
18,57,0
29,56,0
14,0,0
18,0,0
18,0,0
18,0,0
18,0,0
12,0,0
19,0,0
17,0,0
13,0,0
14,0,0
15,0,0
17,0,0
23,0,0
22,0,40
23,0,39
21,0,37
25,0,0
22,0,39
24,0,40
22,0,37
22,0,39
24,0,37
23,0,36
24,0,42
22,0,43
23,0,41
23,0,0
22,0,37
23,0,0
24,0,0
22,0,0
22,0,0
24,0,41
22,0,0
23,0,43
16,0,39
21,0,38
22,0,0
22,0,0
24,0,39
22,0,40
22,0,37
25,0,41
22,0,41
21,0,44
21,0,42
23,0,38
27,0,43
26,0,41
27,0,44
27,0,42
18,0,43
26,0,42
24,0,42
27,0,42
27,0,45
27,0,43
27,0,41
27,0,41
19,0,43
27,0,44
26,0,44
19,0,42
18,0,42
28,0,40
27,0,41
26,0,42
26,0,46
28,0,41
22,0,44
28,0,41
26,0,42
26,0,42
29,0,43
26,0,41
25,0,37
28,0,43
25,0,42
27,0,41
26,0,40
27,0,42
26,0,40
24,0,39
26,0,41
26,0,43
28,0,41
27,0,41
28,0,42
29,0,42
29,0,43
29,0,44
29,0,45
28,0,42
30,0,43
30,0,44
28,0,43
30,0,45
29,0,45
30,0,43
31,0,44
24,0,44
28,0,41
30,0,43
29,0,41
30,0,46
29,0,45
22,0,46
28,0,44
29,0,44
30,0,43
30,0,42
31,0,44
29,0,44
30,0,45
30,0,45
31,0,46
30,0,45
30,0,46
29,0,44
29,0,42
31,0,45
21,0,46
29,0,43
30,0,43
30,0,44
30,0,44
31,0,45
29,0,44
29,0,42
30,0,43
30,0,45
29,0,42
29,0,43
29,0,46
30,0,43
31,0,44
31,0,45
32,0,46
33,0,45
31,0,44
30,0,45
31,0,44
31,0,45
30,0,47
30,0,44
31,0,45
33,0,46
29,0,44
32,0,46
31,0,45
32,0,46
32,0,46
30,0,44
32,0,45
29,0,46
33,0,46
31,0,46
30,0,46
30,0,45
31,0,44
31,0,45
31,0,44
31,0,45
32,0,45
31,0,45
32,0,46
31,0,45
31,0,45
31,0,45
31,0,45
31,0,45
30,0,44
32,0,45
29,0,44
32,0,45
31,0,44
31,0,46
30,0,45
31,0,46
35,0,47
30,0,44
31,0,45
30,0,45
32,0,45
31,0,46
31,0,45
33,0,47
32,0,47
32,0,46
34,0,47
31,0,47
31,0,49
31,0,47
32,0,47
32,0,46
32,0,47
33,0,47
32,0,47
32,0,47
33,0,47
34,0,47
31,0,46
30,0,46
33,0,51
33,0,47
32,0,48
30,0,47
33,0,48
32,0,47
33,0,47
30,0,46
31,0,49
32,0,48
32,0,47
32,0,48
33,0,47
30,0,46
30,0,46
32,0,47
32,0,47
32,0,47
32,0,47
31,0,48
31,0,47
31,0,45
34,0,48
32,0,47
32,0,47
30,0,45
31,0,47
32,0,47
31,0,46
26,0,48
32,0,46
15,0,48
33,0,47
32,0,47
31,0,46
30,0,47
32,0,47
34,0,49
35,0,49
34,0,50
33,0,49
34,0,49
34,0,49
32,0,49
33,0,49
33,0,51
31,0,47
33,0,50
33,0,48
31,0,48
33,0,49
33,0,49
32,0,48
31,0,47
32,0,49
35,0,49
33,0,48
33,0,48
33,0,49
32,0,48
33,0,49
33,0,48
32,0,48
32,0,48
32,0,47
32,0,49
33,0,48
33,0,49
34,0,49
33,0,47
33,0,47
34,0,49
32,0,49
32,0,49
32,0,48
32,0,47
33,0,48
31,0,48
33,0,50
34,0,49
31,0,47
32,0,49
34,0,50
33,0,48
33,0,50
33,0,48
33,0,51
32,0,47
33,0,49
33,0,49
33,0,49
32,0,49
32,0,49
35,0,50
34,0,49
33,0,50
34,0,51
33,0,49
33,0,49
33,0,51
35,0,49
32,0,49
33,0,49
34,0,50
34,0,53
35,0,50
33,0,51
33,0,50
34,0,51
