33,0,51
34,0,51
34,0,51
35,0,51
21,0,49
31,0,49
32,0,49
34,0,49
34,0,53
19,0,48
34,0,49
33,0,49
33,0,49
31,0,49
32,0,48
32,0,50
32,0,51
33,0,50
35,0,51
33,0,50
33,0,49
31,0,49
33,0,49
32,0,49
33,0,50
34,0,49
34,0,51
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
51,0,71
48,0,72
52,0,70
49,0,69
48,0,69
48,0,68
49,0,66
11,66,39
51,0,71
57,0,72
53,0,71
42,0,70
56,0,71
55,0,71
56,0,72
45,0,73
45,0,72
50,0,72
46,0,70
52,0,70
55,0,72
55,0,70
57,0,71
49,0,70
52,0,71
50,0,71
48,0,70
49,0,69
49,0,70
53,0,72
52,0,70
46,0,69
52,0,69
51,0,70
50,0,69
54,0,71
55,0,72
54,0,73
55,0,72
51,0,69
49,0,69
52,0,71
53,0,71
51,0,71
51,0,70
51,0,70
50,0,69
49,0,68
51,0,69
51,0,70
52,0,69
51,0,68
51,0,69
49,0,68
51,0,70
48,0,70
50,0,69
51,0,69
48,0,71
52,0,70
52,0,70
48,0,69
52,0,69
47,0,63
46,0,64
48,0,68
53,0,69
50,0,69
53,0,71
52,0,70
53,0,70
51,0,70
51,0,69
53,0,71
50,0,69
52,0,70
50,0,70
51,0,69
53,0,71
52,0,70
51,0,69
55,0,72
52,0,70
54,0,70
49,0,68
52,0,69
50,0,68
52,0,70
52,0,68
51,0,69
50,0,69
51,0,69
54,0,70
11,64,0
55,77,36
35,76,0
53,76,36
34,78,0
73,0,34
34,77,0
72,0,37
36,0,0
73,0,37
36,78,0
72,0,38
31,78,0
51,72,37
37,74,0
74,0,39
34,76,0
72,0,37
33,69,0
73,0,39
0,0,52
0,0,47
22,55,72
19,44,0
0,0,48
32,78,0
74,0,38
51,0,0
69,0,37
69,0,0
68,0,38
38,0,0
67,0,38
0,0,49
0,0,46
0,0,47
30,67,0
15,52,37
19,44,0
21,0,69
43,0,0
0,0,47
24,55,71
17,40,0
32,80,0
65,0,38
85,0,0
67,0,39
0,0,46
35,77,0
57,0,32
58,0,0
62,0,36
17,38,0
0,0,44
0,0,44
0,0,44
41,0,0
61,0,36
79,0,0
62,0,36
23,0,71
36,0,0
32,0,0
66,0,37
35,0,0
64,0,36
25,54,67
18,39,0
32,0,0
60,0,36
34,0,0
64,0,37
30,80,0
61,0,35
32,0,0
58,0,33
21,0,70
37,0,0
24,0,0
59,0,36
30,79,0
54,0,31
30,0,0
66,0,40
34,0,0
62,0,37
31,78,0
64,0,37
23,57,73
37,0,0
21,56,73
