29990,5,15,2023,12,31,35,149,-1224,-1678,3492,-20,-17,-7,3
29991,5,15,2023,12,31,35,159,-1217,-1678,3491,-18,-13,-8,3
29992,5,15,2023,12,31,35,169,-1225,-1680,3495,-17,-13,-4,3
29993,5,15,2023,12,31,35,179,-1222,-1674,3497,-20,-13,-2,3
29994,5,15,2023,12,31,35,189,-1218,-1678,3492,-24,-7,-2,3
29995,5,15,2023,12,31,35,199,-1223,-1682,3496,-20,-7,-2,3
29996,5,15,2023,12,31,35,209,-1226,-1686,3492,-21,-3,-3,3
29997,5,15,2023,12,31,35,219,-1229,-1684,3486,-17,-4,0,3
29998,5,15,2023,12,31,35,229,-1230,-1683,3494,-16,-2,-1,3
29999,5,15,2023,12,31,35,239,-1233,-1683,3489,-16,-5,1,3
30000,5,15,2023,12,31,35,249,-1223,-1689,3490,-15,-5,3,3
30001,5,15,2023,12,31,35,259,-1224,-1677,3484,-10,-9,3,3
30002,5,15,2023,12,31,35,269,-1223,-1687,3482,-9,-11,2,3
30003,5,15,2023,12,31,35,279,-1222,-1679,3499,-4,-12,2,3
30004,5,15,2023,12,31,35,289,-1222,-1684,3495,-6,-11,4,3
30005,5,15,2023,12,31,35,299,-1225,-1679,3501,-12,-11,6,3
30006,5,15,2023,12,31,35,319,-1228,-1685,3491,-16,1,-1,3
30007,5,15,2023,12,31,35,329,-1224,-1685,3492,-16,-3,2,3
30008,5,15,2023,12,31,35,339,-1228,-1693,3490,-12,-6,4,3
30009,5,15,2023,12,31,35,349,-1227,-1678,3493,-14,-4,4,3
30010,5,15,2023,12,31,35,359,-1221,-1677,3492,-17,-3,4,3
30011,5,15,2023,12,31,35,369,-1219,-1684,3488,-15,-4,5,3
30012,5,15,2023,12,31,35,379,-1214,-1678,3492,-19,-3,2,3
30013,5,15,2023,12,31,35,389,-1232,-1680,3497,-21,2,0,3
30014,5,15,2023,12,31,35,399,-1230,-1675,3489,-21,0,2,3
30015,5,15,2023,12,31,35,409,-1228,-1681,3490,-24,-2,0,3
30016,5,15,2023,12,31,35,419,-1238,-1686,3492,-25,-2,-2,3
30017,5,15,2023,12,31,35,429,-1228,-1694,3487,-21,-7,-2,3
30018,5,15,2023,12,31,35,439,-1229,-1684,3485,-16,-10,-4,3
30019,5,15,2023,12,31,35,449,-1235,-1688,3491,-18,-14,-6,3
30020,5,15,2023,12,31,35,459,-1228,-1690,3492,-20,-15,-6,3
30021,5,15,2023,12,31,35,469,-1218,-1687,3495,-16,-14,-9,3
30022,5,15,2023,12,31,35,479,-1216,-1681,3487,-17,-14,-12,3
30023,5,15,2023,12,31,35,489,-1221,-1691,3496,-21,-7,-11,3
30024,5,15,2023,12,31,35,499,-1219,-1706,3495,-19,-5,-11,3
30025,5,15,2023,12,31,35,509,-1224,-1715,3478,-7,-9,-9,3
30026,5,15,2023,12,31,35,519,-1231,-1700,3485,5,-13,-4,3
30027,5,15,2023,12,31,35,529,-1222,-1688,3491,10,-14,-6,3
30028,5,15,2023,12,31,35,539,-1226,-1672,3489,10,-18,-5,3
30029,5,15,2023,12,31,35,549,-1216,-1675,3486,-1,-12,-4,3
30030,5,15,2023,12,31,35,559,-1227,-1671,3495,-6,-9,-9,3
30031,5,15,2023,12,31,35,569,-1232,-1673,3497,-12,-8,-5,3
30032,5,15,2023,12,31,35,579,-1230,-1693,3488,-14,-8,-7,3
30033,5,15,2023,12,31,35,589,-1228,-1686,3494,-14,-12,-9,3
30034,5,15,2023,12,31,35,599,-1227,-1695,3488,-14,-14,-9,3
30035,5,15,2023,12,31,35,609,-1226,-1682,3497,-9,-18,-10,3
30036,5,15,2023,12,31,35,619,-1220,-1690,3493,-11,-19,-13,3
30037,5,15,2023,12,31,35,629,-1225,-1674,3496,-14,-21,-13,3
30038,5,15,2023,12,31,35,639,-1220,-1686,3492,-18,-20,-16,3
30039,5,15,2023,12,31,35,649,-1221,-1688,3500,-17,-22,-14,3
30040,5,15,2023,12,31,35,659,-1212,-1689,3498,-17,-22,-14,3
30041,5,15,2023,12,31,35,669,-1210,-1688,3494,-16,-21,-14,3
30042,5,15,2023,12,31,35,679,-1220,-1682,3485,-14,-21,-16,3
30043,5,15,2023,12,31,35,689,-1213,-1688,3485,-19,-21,-14,3
