Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
71,149.560,150.095,1.210,1.160,99.17,103.45,58.26,65.95,41.74,34.05,9.93,11.11,66.67,62.09,23.40,26.80,31.58,31.58,1.039,1.033,0.903,0.900,395.5,366.3,3.037,3.034,-1.6,-0.3,20.39,20.36,-72.52,-68.11,0.041,-0.035,106.80,106.85,0.266,0.249,0.057,0.058,0.034,0.028,0.111,0.130
72,150.700,151.320,1.140,1.225,105.26,97.96,66.23,60.41,33.77,39.59,6.62,13.51,62.25,64.19,31.13,22.30,25.20,25.20,1.111,1.062,0.923,0.879,355.3,366.6,3.230,3.087,-0.4,1.9,22.07,19.04,-70.34,-70.27,0.022,-0.026,104.55,107.06,0.263,0.259,0.060,0.063,0.029,0.031,0.107,0.143
73,151.930,152.485,1.230,1.165,97.56,103.00,64.63,66.09,35.37,33.91,13.21,10.39,59.12,60.39,27.67,29.22,30.45,30.45,1.113,1.103,0.965,0.933,389.8,354.6,3.144,3.146,1.9,2.1,21.63,22.52,-70.67,-68.34,-0.020,-0.037,106.34,106.54,0.265,0.253,0.061,0.059,0.040,0.031,0.125,0.157
74,153.145,153.760,1.215,1.275,98.77,94.12,62.96,65.49,37.04,34.51,7.84,13.77,60.78,57.49,31.37,28.74,27.80,27.80,0.964,1.106,0.812,0.918,360.3,335.4,2.853,3.168,-1.5,-1.5,24.75,23.28,-71.05,-66.48,0.070,-0.032,111.30,106.18,0.261,0.259,0.053,0.069,0.028,0.042,0.122,0.152
75,154.350,154.930,1.205,1.170,99.59,102.56,64.32,61.97,35.68,38.03,10.32,11.03,59.35,60.00,30.32,28.97,25.42,25.42,1.168,1.020,1.009,0.891,360.0,357.7,3.264,2.993,-2.8,-0.3,21.63,23.68,-70.33,-68.25,0.016,-0.048,104.14,109.46,0.274,0.252,0.069,0.060,0.038,0.032,0.111,0.156
76,155.530,156.085,1.180,1.155,101.69,103.90,63.14,60.17,36.86,39.83,6.71,10.79,63.09,65.47,30.20,23.74,25.00,25.00,1.125,1.140,0.933,0.974,380.8,337.4,3.149,3.121,1.2,-0.2,23.18,22.73,-73.13,-67.05,0.043,-0.057,104.65,105.70,0.265,0.265,0.056,0.074,0.032,0.044,0.117,0.149
77,156.730,157.305,1.200,1.220,100.00,98.36,63.33,59.84,36.67,40.16,10.53,15.07,59.87,60.27,29.61,24.66,22.22,22.22,1.204,1.072,1.009,0.869,366.6,345.7,3.333,3.055,2.5,1.8,23.95,23.72,-73.26,-68.79,0.023,-0.032,105.68,106.79,0.271,0.268,0.061,0.073,0.032,0.039,0.122,0.154
78,157.945,158.505,1.215,1.200,98.77,100.00,62.55,65.42,37.45,34.58,8.55,12.74,62.50,60.51,28.95,26.75,30.08,30.08,0.930,1.080,0.800,0.912,375.7,316.9,2.759,2.965,-1.6,1.1,22.37,22.50,-69.08,-63.47,0.037,-0.038,110.97,106.30,0.265,0.238,0.061,0.058,0.039,0.040,0.123,0.152
79,159.175,159.700,1.230,1.195,97.56,100.42,63.82,67.78,36.18,32.22,10.19,16.05,60.51,56.17,29.30,27.78,24.57,24.57,1.064,1.090,0.883,0.913,358.0,369.5,3.094,3.172,-1.9,1.9,21.16,23.56,-68.31,-71.59,0.023,-0.037,106.42,106.85,0.262,0.256,0.061,0.054,0.035,0.026,0.119,0.154
80,160.335,160.945,1.160,1.245,103.45,96.39,57.76,65.46,42.24,34.54,8.21,14.72,67.16,57.67,24.63,27.61,30.80,30.80,0.925,1.115,0.819,0.931,417.2,348.9,2.829,3.195,1.5,1.5,21.05,20.82,-75.80,-67.14,0.035,-0.031,110.38,105.33,0.265,0.262,0.052,0.070,0.026,0.044,0.111,0.149
81,161.520,162.150,1.185,1.205,101.27,99.59,67.09,64.32,32.91,35.68,9.43,10.32,58.49,58.71,32.08,30.97,29.72,29.72,1.076,1.138,0.928,0.941,370.9,330.4,3.101,3.190,2.0,-3.4,20.40,23.56,-73.69,-69.39,-0.018,-0.014,107.49,105.11,0.269,0.256,0.060,0.062,0.031,0.036,0.104,0.153
82,162.765,163.350,1.245,1.200,96.39,100.00,64.26,63.75,35.74,36.25,11.88,10.46,56.25,60.78,31.88,28.76,26.45,26.45,1.218,1.060,1.018,0.892,384.2,349.6,3.288,3.030,-5.1,-2.3,21.61,22.54,-74.01,-68.16,0.042,-0.043,103.85,106.70,0.274,0.252,0.064,0.062,0.038,0.039,0.113,0.152
83,163.975,164.560,1.210,1.210,99.17,99.17,62.40,64.05,37.60,35.95,8.61,10.32,61.59,60.65,29.80,29.03,25.21,25.21,1.079,1.034,0.896,0.871,405.4,342.5,3.106,3.031,0.3,5.3,21.37,23.04,-73.27,-69.96,0.030,-0.030,109.28,106.34,0.271,0.267,0.061,0.068,0.034,0.041,0.119,0.150
84,165.165,165.710,1.190,1.150,100.84,104.35,61.76,65.22,38.24,34.78,8.16,10.67,61.90,60.67,29.93,28.67,29.54,29.54,0.986,1.161,0.870,0.981,355.0,341.4,2.930,3.212,2.1,1.1,19.14,22.80,-68.95,-68.95,0.030,-0.049,111.07,105.71,0.275,0.267,0.070,0.073,0.031,0.048,0.105,0.163
85,166.350,166.915,1.185,1.205,101.27,99.59,63.29,61.41,36.71,38.59,6.67,14.86,62.67,62.84,30.67,22.30,25.31,25.31,1.051,1.017,0.902,0.879,381.8,336.4,3.001,2.958,-2.0,-0.6,22.18,21.73,-74.00,-68.06,0.042,-0.067,107.61,110.29,0.268,0.259,0.057,0.065,0.036,0.039,0.121,0.157
86,167.575,168.110,1.225,1.195,97.96,100.42,63.27,61.51,36.73,38.49,8.39,15.65,62.58,61.22,29.03,23.13,22.54,22.54,1.101,1.056,0.937,0.925,366.9,322.2,3.170,,-4.0,-5.3,22.42,19.63,-68.74,-70.46,0.027,-0.038,107.20,106.86,0.256,0.245,0.055,,0.034,,0.119,
89,171.130,171.735,1.150,1.195,104.35,100.42,63.91,66.95,36.09,33.05,11.56,16.25,56.46,55.62,31.97,28.12,32.28,32.28,1.330,0.973,1.171,0.834,414.6,301.4,3.761,2.814,-3.8,-1.1,18.40,17.15,-75.07,-62.67,-0.029,-0.014,103.91,105.99,0.265,0.247,0.053,0.068,0.026,0.040,0.108,0.125
90,172.400,172.955,1.270,1.220,94.49,98.36,63.39,68.44,36.61,31.56,12.42,12.57,56.52,58.68,31.06,28.74,30.42,30.42,0.902,0.983,0.759,0.832,364.8,322.8,,2.841,1.4,-0.6,15.22,16.73,-69.60,-66.45,0.018,-0.024,107.74,104.89,0.260,0.240,,0.051,,0.025,,0.112
91,173.600,174.165,1.200,1.210,100.00,99.17,62.50,64.88,37.50,35.12,6.67,10.83,57.33,58.60,36.00,30.57,21.34,21.34,0.991,1.055,0.853,0.879,366.0,337.8,2.922,3.045,0.8,2.0,17.19,20.07,-72.27,-69.64,0.036,-0.045,109.22,106.64,0.263,0.246,0.055,0.050,0.028,0.032,0.101,0.139
92,174.795,175.375,1.195,1.210,100.42,99.17,56.90,64.88,43.10,35.12,7.35,8.92,63.97,63.69,28.68,27.39,26.97,26.97,1.012,1.083,0.830,0.905,362.4,345.7,,3.092,3.3,1.9,20.29,21.21,-69.44,-67.94,-0.009,-0.028,107.64,106.18,0.264,0.267,,0.075,,0.048,,0.155
93,176.000,176.600,1.205,1.225,99.59,97.96,62.24,59.59,37.76,40.41,7.33,8.90,62.00,68.49,30.67,22.60,23.77,23.77,1.078,1.078,0.929,0.884,369.8,353.1,3.059,3.075,-0.9,0.6,20.05,21.81,-73.44,-68.09,0.017,-0.051,107.24,106.08,0.275,0.260,0.064,0.067,0.036,0.039,0.115,0.148
94,177.220,177.780,1.220,1.180,98.36,101.69,64.34,65.68,35.66,34.32,8.28,9.68,60.51,61.29,31.21,29.03,29.75,29.75,1.197,1.056,0.991,0.894,370.9,345.0,3.307,3.038,-3.5,-1.0,20.33,20.81,-73.64,-69.19,0.054,-0.040,104.67,107.60,0.276,0.251,0.066,0.055,0.034,0.034,0.109,0.145
95,178.430,179.000,1.210,1.220,99.17,98.36,63.22,61.89,36.78,38.11,7.19,13.91,61.44,62.91,31.37,23.18,25.51,25.51,1.109,1.127,0.921,0.938,379.7,335.4,3.098,3.124,1.2,1.3,20.55,21.10,-72.23,-67.81,0.058,-0.065,104.61,105.92,0.248,0.255,0.043,0.064,0.020,0.034,0.109,0.137
96,179.645,180.235,1.215,1.235,98.77,97.17,63.79,60.73,36.21,39.27,8.39,14.00,61.29,64.67,30.32,21.33,22.73,22.73,1.114,1.064,0.926,0.892,372.0,359.1,3.158,3.066,0.8,-1.5,21.94,21.48,-70.29,-66.57,0.045,-0.053,105.54,106.15,0.259,0.257,0.054,0.068,0.025,0.033,0.112,0.137
97,180.855,181.455,1.210,1.220,99.17,98.36,62.81,63.11,37.19,36.89,7.24,10.39,61.18,60.39,31.58,29.22,25.42,25.42,1.005,1.103,0.848,0.914,359.3,367.6,2.964,3.133,-1.9,0.3,20.67,19.31,-73.01,-68.77,0.033,-0.029,109.09,104.72,0.260,0.259,0.052,0.066,0.029,0.035,0.115,0.133
98,182.055,182.650,1.200,1.195,100.00,100.42,62.92,59.41,37.08,40.59,7.95,7.75,60.93,69.72,31.13,22.54,22.50,22.50,0.943,1.005,0.825,0.843,387.0,361.2,2.843,3.003,0.7,0.1,19.85,20.65,-74.71,-68.56,0.047,-0.018,110.20,106.38,0.268,0.248,0.054,0.055,0.027,0.028,0.108,0.139
99,183.255,183.820,1.200,1.170,100.00,102.56,62.92,61.11,37.08,38.89,8.61,9.79,61.59,68.53,29.80,21.68,24.59,24.59,1.083,1.189,0.945,1.004,376.1,340.7,2.959,3.232,0.8,3.5,20.99,22.42,-71.22,-69.84,0.073,-0.072,108.41,106.28,0.276,0.273,0.068,0.075,0.033,0.048,0.115,0.155
100,184.475,185.040,1.220,1.220,98.36,98.36,61.89,61.07,38.11,38.93,9.27,13.42,60.26,64.43,30.46,22.15,23.38,23.38,1.032,1.043,0.849,0.875,379.7,368.1,2.996,3.046,-1.1,-1.9,23.10,21.61,-74.56,-71.17,0.039,-0.021,111.18,107.30,0.259,0.272,0.048,0.075,0.022,0.055,0.123,0.162
101,185.630,186.280,1.155,1.240,103.90,96.77,64.50,63.71,35.50,36.29,12.08,10.76,59.73,60.13,28.19,29.11,28.97,28.97,1.111,1.011,0.955,0.860,379.1,368.2,3.109,2.926,-1.3,-4.7,22.45,17.32,-67.81,-71.30,0.045,-0.065,106.88,109.40,0.267,0.277,0.064,0.076,0.026,0.047,0.107,0.139
102,186.890,187.475,1.260,1.195,95.24,100.42,64.68,64.02,35.32,35.98,14.11,6.54,58.90,66.01,26.99,27.45,27.27,27.27,1.103,1.072,0.943,0.897,381.4,367.3,3.160,3.090,2.5,0.9,19.65,20.58,-72.38,-69.57,0.032,-0.037,105.83,105.18,0.262,0.252,0.056,0.057,0.037,0.024,0.121,0.132
103,188.100,188.655,1.210,1.180,99.17,101.69,62.81,66.95,37.19,33.05,7.89,8.23,61.84,62.66,30.26,29.11,31.40,31.40,1.036,1.067,0.880,0.888,354.7,326.7,2.976,3.025,-2.3,1.8,19.87,21.44,-71.77,-71.54,0.030,-0.044,107.69,105.68,0.271,0.268,0.063,0.066,0.030,0.035,0.110,0.137
104,189.310,189.865,1.210,1.210,99.17,99.17,63.64,67.36,36.36,32.64,6.49,14.11,62.99,58.90,30.52,26.99,31.56,31.56,1.099,1.069,0.921,0.878,381.8,380.7,3.113,3.060,-1.0,-1.2,20.47,21.62,-73.84,-68.20,0.047,-0.038,105.19,106.91,0.263,0.265,0.055,0.070,0.024,0.044,0.104,0.150
105,190.530,191.135,1.220,1.270,98.36,94.49,63.93,64.96,36.07,35.04,7.05,15.15,62.82,59.39,30.13,25.45,27.05,27.05,1.009,0.994,0.836,0.843,342.2,368.3,2.955,2.902,1.6,5.1,21.98,21.05,-69.85,-71.20,0.055,-0.080,109.44,109.57,0.263,0.264,0.060,0.063,0.039,0.036,0.124,0.145
106,191.750,192.305,1.220,1.170,98.36,102.56,63.52,66.67,36.48,33.33,9.68,8.33,61.29,63.46,29.03,28.21,30.99,30.99,1.035,1.096,0.881,0.921,374.6,354.0,3.002,3.135,-0.2,0.6,21.27,22.41,-71.75,-69.42,0.034,-0.053,108.65,107.31,0.257,0.265,0.051,0.069,0.023,0.037,0.105,0.153
107,192.960,193.515,1.210,1.210,99.17,99.17,63.22,67.77,36.78,32.23,8.50,13.41,61.44,58.54,30.07,28.05,30.61,30.61,1.047,1.166,0.894,0.964,382.0,346.0,3.061,3.259,0.3,-2.7,20.78,21.21,-72.42,-72.12,0.041,-0.022,106.40,104.05,0.259,0.256,0.051,0.054,0.021,0.025,0.112,0.139
108,194.185,194.750,1.225,1.235,97.96,97.17,62.45,63.56,37.55,36.44,7.19,14.01,62.75,65.61,30.07,20.38,27.12,27.12,1.125,1.031,0.905,0.858,372.2,358.1,3.227,3.034,2.3,1.1,23.38,22.94,-69.44,-71.15,0.036,-0.040,108.35,108.06,0.270,0.269,0.064,0.069,0.038,0.038,0.122,0.156
109,195.365,195.960,1.180,1.210,101.69,99.17,65.25,62.40,34.75,37.60,9.09,16.56,61.04,61.59,29.87,21.85,29.03,29.03,0.975,1.002,0.846,0.843,392.6,333.8,3.000,2.933,-3.7,2.7,23.60,23.83,-72.74,-66.27,0.042,-0.052,108.61,108.74,0.267,0.260,0.056,0.070,0.030,0.047,0.121,0.154
110,196.605,197.195,1.240,1.235,96.77,97.17,65.73,59.92,34.27,40.08,14.11,16.22,60.12,62.84,25.77,20.95,22.92,22.92,1.043,1.019,0.900,0.871,354.6,361.2,3.055,2.964,-0.7,-0.8,19.84,21.35,-68.00,-68.30,0.039,-0.052,108.34,107.24,0.257,0.260,0.058,0.068,0.026,0.043,0.104,0.149
111,197.805,198.350,1.200,1.155,100.00,103.90,64.17,61.04,35.83,38.96,6.49,10.64,64.29,66.67,29.22,22.70,27.20,27.20,1.057,1.055,0.896,0.881,366.6,350.0,3.168,3.074,0.2,-0.4,21.93,22.35,-71.96,-70.76,0.032,-0.049,107.31,109.81,0.272,0.261,0.066,0.064,0.037,0.044,0.117,0.164
112,199.000,199.555,1.195,1.205,100.42,99.59,64.85,61.83,35.15,38.17,8.39,17.45,61.94,61.74,29.68,20.81,19.41,19.41,1.128,1.030,0.963,0.892,362.0,334.7,3.196,2.952,2.2,1.7,18.97,20.81,-71.42,-65.23,0.016,-0.020,103.75,106.60,0.266,0.265,0.062,0.078,0.034,0.044,0.108,0.138
113,200.185,200.800,1.185,1.245,101.27,96.39,58.23,59.84,41.77,40.16,7.25,12.75,68.12,64.43,24.64,22.82,22.86,22.86,1.069,1.137,0.899,0.936,367.0,332.3,3.088,3.086,-1.1,-3.0,20.76,22.44,-73.15,-68.13,0.018,-0.041,105.22,104.77,0.261,0.256,0.050,0.064,0.025,0.035,0.107,0.145
114,201.410,201.960,1.225,1.160,97.96,103.45,63.67,61.64,36.33,38.36,7.69,9.09,62.18,67.13,30.13,23.78,27.73,27.73,1.065,1.071,0.883,0.909,378.0,362.7,3.023,3.118,-1.1,1.2,20.99,22.89,-71.51,-71.02,0.034,-0.042,106.21,106.31,0.265,0.264,0.058,0.067,0.033,0.031,0.116,0.142
115,202.600,203.195,1.190,1.235,100.84,97.17,65.13,61.13,34.87,38.87,6.45,15.23,62.58,62.91,30.97,21.85,25.42,25.42,0.997,0.985,0.858,0.832,390.4,355.7,3.110,2.967,-1.0,1.3,19.32,23.58,-76.43,-68.32,-0.015,-0.035,107.89,107.81,0.266,0.274,0.054,0.080,0.025,0.041,0.104,0.149
116,203.780,204.390,1.180,1.195,101.69,100.42,66.10,64.44,33.90,35.56,7.05,9.74,62.82,63.64,30.13,26.62,31.69,31.69,1.083,1.194,0.901,0.977,364.5,354.3,3.180,3.286,2.2,4.4,22.39,23.88,-69.73,-66.12,0.016,-0.033,106.79,106.46,0.275,0.261,0.073,0.075,0.048,0.046,0.124,0.175
117,204.995,205.570,1.215,1.180,98.77,101.69,66.67,67.37,33.33,32.63,11.73,13.84,59.26,61.01,29.01,25.16,24.79,24.79,0.931,1.010,0.867,0.886,386.0,381.2,,3.064,-2.1,-3.8,11.39,24.17,-70.86,-64.57,-0.009,-0.036,108.37,108.45,0.261,0.251,,0.067,,0.040,,0.156
118,206.185,206.765,1.190,1.195,100.84,100.42,57.14,67.36,42.86,32.64,7.35,12.42,65.44,57.76,27.21,29.81,28.14,28.14,1.212,0.978,0.989,0.752,353.9,341.1,3.256,3.045,-0.7,0.3,13.98,22.91,-75.21,-69.11,0.055,-0.051,105.18,110.31,0.280,0.253,0.070,0.059,0.032,0.040,0.079,0.155
119,207.340,208.005,1.155,1.240,103.90,96.77,61.90,87.50,38.10,12.50,11.19,10.14,60.14,76.50,28.67,13.36,74.67,74.67,0.670,0.162,0.478,0.114,359.2,177.5,,,2.0,1.0,0.04,2.29,-71.36,-15.04,0.016,-0.004,110.92,106.01,0.271,0.046,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
