Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
50,82.840,83.445,1.160,1.100,103.45,109.09,67.67,58.64,32.33,41.36,6.37,7.75,64.33,60.47,29.30,31.78,25.32,25.32,0.973,1.072,0.896,0.987,360.6,357.1,3.268,3.255,3.0,9.9,21.69,18.92,-67.06,-68.00,0.036,-0.065,116.35,114.01,0.322,0.319,0.074,0.084,0.027,0.047,0.110,0.137
51,84.025,84.595,1.185,1.150,101.27,104.35,63.71,62.17,36.29,37.83,6.62,9.09,66.89,62.24,26.49,28.67,26.13,26.13,1.122,1.089,1.073,0.978,330.7,349.3,3.278,3.206,-4.0,0.0,23.83,21.93,-63.50,-65.08,0.022,-0.084,107.13,109.43,0.298,0.279,0.067,0.054,0.040,0.043,0.161,0.129
52,85.135,85.710,1.110,1.115,108.11,107.62,65.32,61.43,34.68,38.57,8.97,7.30,63.45,61.31,27.59,31.39,22.57,22.57,1.131,1.041,0.957,0.959,358.4,413.6,3.304,3.158,1.7,-5.9,24.85,14.00,-63.83,-70.35,0.050,-0.056,109.41,107.75,0.327,0.288,0.091,0.048,0.053,0.034,0.148,0.113
53,86.265,86.860,1.130,1.150,106.19,104.35,60.62,57.83,39.38,42.17,12.41,7.52,63.50,60.15,24.09,32.33,22.75,22.75,0.869,1.142,0.827,1.076,344.2,319.6,3.038,3.089,-0.4,-2.1,24.82,19.20,-57.09,-59.21,0.045,-0.064,113.13,106.42,0.298,0.260,0.079,0.054,0.057,0.030,0.151,0.126
54,87.430,88.110,1.165,1.250,103.00,96.00,64.38,56.40,35.62,43.60,11.33,7.09,57.33,64.54,31.33,28.37,17.62,17.62,1.134,1.165,0.900,0.918,391.2,317.6,3.391,2.770,-2.7,-1.4,31.12,19.02,-61.35,-60.39,0.031,-0.091,106.06,108.97,0.296,0.277,0.065,0.062,0.038,0.023,0.180,0.117
55,88.650,89.245,1.220,1.135,98.36,105.73,62.30,63.00,37.70,37.00,9.21,9.79,68.42,59.44,22.37,30.77,29.29,29.29,1.033,1.250,0.941,1.177,349.3,454.7,3.235,3.534,-1.7,17.7,28.44,27.52,-61.54,-78.16,0.044,-0.039,109.99,105.82,0.295,0.331,0.064,0.070,0.044,0.035,0.171,0.165
56,89.845,90.520,1.195,1.275,100.42,94.12,64.44,59.22,35.56,40.78,6.49,7.28,59.09,55.63,34.42,37.09,24.00,24.00,1.245,1.145,1.058,0.930,372.2,479.6,3.388,,2.5,-2.7,31.96,25.01,-70.60,-75.41,0.016,-0.072,106.22,108.35,0.320,0.277,0.069,,0.040,,0.202,
57,91.095,91.715,1.250,1.195,96.00,100.42,65.60,58.58,34.40,41.42,9.15,12.14,59.15,50.00,31.71,37.86,24.79,24.79,1.049,0.970,0.867,0.927,379.8,421.4,3.067,2.810,-0.1,-0.3,32.63,25.26,-66.87,-76.25,0.024,-0.083,113.46,117.74,0.316,0.282,0.070,0.033,0.038,0.032,0.193,0.192
58,92.265,92.955,1.170,1.240,102.56,96.77,67.09,57.66,32.91,42.34,12.10,7.69,55.41,60.14,32.48,32.17,26.72,26.72,0.972,1.062,0.807,0.868,395.8,314.2,3.054,2.728,0.1,-1.3,24.50,26.67,-65.71,-57.75,0.045,-0.078,110.95,111.46,0.297,0.276,0.053,0.065,0.027,0.045,0.149,0.174
59,93.500,94.060,1.235,1.105,97.17,108.60,69.23,63.35,30.77,36.65,6.43,7.14,66.08,55.71,27.49,37.14,27.19,27.19,1.066,1.092,0.942,1.061,335.9,385.4,3.265,3.342,-1.2,0.3,28.31,24.89,-64.12,-70.97,0.033,-0.071,112.30,108.65,0.317,0.299,0.077,0.058,0.041,0.052,0.172,0.166
60,94.585,95.230,1.085,1.170,110.60,102.56,64.52,60.68,35.48,39.32,12.86,8.45,55.00,61.27,32.14,30.28,30.74,30.74,0.969,0.933,0.961,0.886,320.0,298.8,2.926,2.868,6.5,-9.4,27.98,11.47,-58.32,-58.84,0.036,-0.073,109.77,109.59,0.259,0.249,0.046,0.046,0.035,0.030,0.168,0.092
61,95.740,96.295,1.155,1.065,103.90,112.68,70.56,62.44,29.44,37.56,14.72,7.52,55.21,60.15,30.06,32.33,30.14,30.14,0.920,1.187,0.791,1.081,363.6,363.2,3.349,3.351,-4.7,0.4,22.40,14.53,-63.28,-69.04,0.023,-0.038,114.31,104.44,0.301,0.315,0.058,0.077,0.016,0.039,0.104,0.092
62,96.835,97.395,1.095,1.100,109.59,109.09,66.67,65.00,33.33,35.00,6.85,6.99,58.90,61.54,34.25,31.47,29.78,29.78,1.103,1.048,1.265,0.956,368.6,391.1,3.450,3.209,0.3,6.3,23.41,19.57,-65.12,-72.64,-0.023,-0.039,105.43,112.28,0.289,0.321,0.052,0.079,0.031,0.038,0.143,0.114
63,97.960,98.520,1.125,1.125,106.67,106.67,64.00,67.11,36.00,32.89,7.64,16.56,60.42,50.99,31.94,32.45,31.17,31.17,1.074,1.070,0.854,0.915,337.7,397.7,3.111,3.283,0.7,7.0,27.57,21.17,-61.24,-70.33,0.029,-0.079,109.59,106.84,0.312,0.299,0.075,0.052,0.023,0.039,0.132,0.132
64,99.115,99.755,1.155,1.235,103.90,97.17,63.20,60.73,36.80,39.27,13.70,12.67,56.85,55.33,29.45,32.00,27.98,27.98,1.074,1.066,0.954,0.836,311.4,392.4,3.017,2.921,-0.0,-5.8,27.14,27.24,-58.01,-66.57,0.041,-0.068,108.39,112.38,0.279,0.278,0.066,0.048,0.057,0.048,0.184,0.187
65,100.330,100.925,1.215,1.170,98.77,102.56,67.90,59.83,32.10,40.17,11.52,12.86,59.39,57.14,29.09,30.00,27.35,27.35,0.965,1.141,0.882,1.204,387.2,308.6,3.176,2.961,-0.6,-0.4,31.49,23.93,-65.62,-58.02,-0.023,-0.059,113.07,107.11,0.315,0.259,0.071,0.062,0.050,0.054,0.193,0.171
66,101.500,102.120,1.170,1.195,102.56,100.42,67.52,59.83,32.48,40.17,17.72,10.49,51.27,59.44,31.01,30.07,25.40,25.40,1.042,1.126,0.853,0.915,421.4,297.8,3.086,2.980,2.0,3.5,35.54,31.55,-65.70,-60.81,-0.024,-0.074,110.16,111.96,0.317,0.284,0.074,0.076,0.070,0.067,0.229,0.226
67,102.740,103.300,1.240,1.180,96.77,101.69,64.11,64.41,35.89,35.59,10.69,12.50,59.75,55.26,29.56,32.24,28.14,28.14,1.229,1.125,1.064,0.907,369.0,418.3,3.423,3.214,-3.3,0.3,34.88,23.75,-66.10,-72.33,0.027,-0.067,109.87,108.41,0.265,0.288,0.029,0.039,0.022,0.038,0.197,0.153
68,103.895,104.445,1.155,1.145,103.90,104.80,64.50,66.38,35.50,33.62,10.74,9.87,60.40,57.24,28.86,32.89,30.64,30.64,1.003,1.096,0.885,1.046,318.9,354.3,3.024,3.206,2.1,-2.7,30.71,21.74,-54.65,-67.96,0.058,-0.061,111.51,107.69,0.272,0.281,0.052,0.047,0.021,0.040,0.154,0.148
69,105.070,105.720,1.175,1.275,102.13,94.12,63.40,61.57,36.60,38.43,15.44,13.38,55.70,58.60,28.86,28.03,28.28,28.28,1.000,1.094,0.918,0.918,334.6,344.8,2.944,2.979,-5.4,-0.3,30.17,20.23,-56.21,-64.46,0.051,-0.083,111.73,110.54,0.267,0.290,0.050,0.068,0.039,0.059,0.189,0.174
70,106.290,106.930,1.220,1.210,98.36,99.17,68.44,59.50,31.56,40.50,11.38,6.94,60.48,64.58,28.14,28.47,25.21,25.21,1.036,1.040,0.886,0.853,342.7,349.3,3.246,3.001,7.7,1.1,23.56,20.25,-69.20,-63.22,0.024,-0.046,108.27,114.48,0.302,0.288,0.056,0.060,0.013,0.037,0.132,0.136
71,107.500,108.030,1.210,1.100,99.17,109.09,65.70,63.64,34.30,36.36,11.32,8.57,61.64,62.86,27.04,28.57,25.11,25.11,0.981,1.052,0.885,1.079,354.4,396.7,3.088,3.343,-0.9,-3.2,21.37,13.32,-67.53,-59.82,0.046,-0.101,112.61,106.66,0.319,0.258,0.072,0.038,0.012,0.021,0.113,0.087
72,108.615,109.135,1.115,1.105,107.62,108.60,60.99,65.61,39.01,34.39,8.82,7.59,63.24,64.83,27.94,27.59,26.55,26.55,0.883,0.898,0.803,0.871,314.9,385.5,2.904,2.980,1.1,0.2,22.74,12.16,-50.32,-64.31,0.031,-0.037,117.34,115.15,0.274,0.288,0.067,0.056,0.029,0.039,0.123,0.101
73,109.745,110.315,1.130,1.180,106.19,101.69,60.18,64.83,39.82,35.17,8.82,7.84,65.44,64.71,25.74,27.45,22.78,22.78,1.057,1.071,1.021,0.930,265.1,339.7,2.971,,1.3,5.4,22.29,13.51,-41.73,-61.94,0.047,-0.067,109.21,106.21,0.237,0.285,0.062,,0.042,,0.139,
74,110.930,111.495,1.185,1.180,101.27,101.69,57.81,65.68,42.19,34.32,12.41,6.45,69.34,62.58,18.25,30.97,30.97,30.97,1.130,1.027,0.968,1.004,296.8,392.9,3.054,3.070,-4.3,-4.3,27.07,9.99,-50.93,-69.47,0.053,-0.066,108.88,108.26,0.271,0.292,0.065,0.051,0.037,0.029,0.162,0.073
75,112.060,112.675,1.130,1.180,106.19,101.69,66.81,62.29,33.19,37.71,6.62,8.84,66.23,61.22,27.15,29.93,28.02,28.02,1.038,1.135,0.927,0.945,365.6,428.4,3.307,3.244,-0.4,3.0,25.53,17.28,-54.94,-75.27,0.040,-0.082,111.70,109.35,0.271,0.317,0.058,0.068,0.037,0.053,0.157,0.148
76,113.220,113.995,1.160,1.320,103.45,90.91,66.38,52.65,33.62,47.35,7.14,7.19,63.64,65.47,29.22,27.34,22.39,22.39,0.993,0.980,0.870,0.892,368.4,332.5,3.233,2.508,-0.3,0.0,27.28,20.05,-60.92,-61.07,0.014,-0.116,109.06,117.41,0.304,0.261,0.068,0.043,0.040,0.035,0.161,0.150
77,114.515,115.085,1.295,1.090,92.66,110.09,70.66,61.01,29.34,38.99,5.46,17.29,67.21,46.62,27.32,36.09,23.61,23.61,0.890,1.154,0.783,0.999,359.9,391.0,3.073,3.569,-1.0,6.6,31.29,27.40,-61.11,-68.59,0.013,-0.033,118.80,107.85,0.282,0.288,0.054,0.050,0.033,0.029,0.183,0.161
78,115.680,116.315,1.165,1.230,103.00,97.56,60.09,55.69,39.91,44.31,16.43,12.41,52.14,64.23,31.43,23.36,12.88,12.88,1.122,1.072,0.972,0.996,337.6,349.8,3.180,2.915,3.4,1.1,31.64,20.57,-52.42,-66.93,0.043,-0.102,109.48,112.94,0.279,0.296,0.071,0.066,0.039,0.065,0.200,0.164
79,116.845,117.480,1.165,1.165,103.00,103.00,59.66,59.66,40.34,40.34,11.51,7.91,68.35,59.71,20.14,32.37,26.45,26.45,1.093,1.067,0.910,0.916,324.0,389.7,3.122,3.137,0.8,-0.4,26.65,24.32,-56.98,-71.28,0.039,-0.043,109.35,112.35,0.304,0.300,0.090,0.055,0.067,0.031,0.186,0.155
80,118.055,118.665,1.210,1.185,99.17,101.27,65.29,61.18,34.71,38.82,7.59,8.97,64.56,62.76,27.85,28.28,21.21,21.21,1.131,0.983,1.031,0.927,373.2,359.4,3.296,2.898,0.4,-7.7,26.42,17.26,-65.18,-66.26,0.034,-0.063,107.12,113.77,0.289,0.292,0.049,0.065,0.017,0.053,0.154,0.134
81,119.210,119.815,1.155,1.150,103.90,104.35,61.04,61.30,38.96,38.70,9.93,7.80,67.38,64.54,22.70,27.66,28.76,28.76,1.147,1.162,0.921,1.031,356.4,341.5,3.334,3.226,-2.3,-2.0,22.57,11.06,-64.05,-63.69,0.054,-0.045,106.76,104.22,0.314,0.270,0.074,0.051,0.030,0.024,0.128,0.081
82,120.375,120.955,1.165,1.140,103.00,105.26,66.95,63.16,33.05,36.84,7.05,6.94,63.46,65.28,29.49,27.78,29.18,29.18,1.080,0.986,1.070,0.892,381.3,354.8,3.198,3.028,0.2,5.6,26.72,12.93,-64.98,-67.74,0.016,-0.044,107.04,111.05,0.305,0.308,0.066,0.071,0.043,0.025,0.173,0.083
83,121.540,122.110,1.165,1.155,103.00,103.90,65.24,63.64,34.76,36.36,7.89,9.52,61.18,63.95,30.92,26.53,29.20,29.20,0.892,1.025,0.859,0.874,318.5,350.4,2.830,2.956,-2.2,-3.1,21.71,11.98,-65.05,-65.43,-0.018,-0.047,117.63,106.84,0.305,0.280,0.068,0.057,0.020,0.042,0.116,0.078
84,122.670,123.225,1.130,1.115,106.19,107.62,66.37,63.68,33.63,36.32,7.33,7.04,65.33,64.79,27.33,28.17,29.36,29.36,0.927,1.038,0.816,0.921,344.7,318.4,2.996,3.074,-1.1,6.8,21.93,19.57,-59.62,-62.02,0.021,-0.033,112.40,109.18,0.309,0.283,0.082,0.065,0.027,0.051,0.117,0.130
85,123.845,124.440,1.175,1.215,102.13,98.77,63.83,64.20,36.17,35.80,10.67,12.18,61.33,58.33,28.00,29.49,28.57,28.57,1.085,1.025,0.947,0.924,300.7,379.6,3.097,2.937,2.3,-4.3,22.56,18.16,-51.50,-67.04,0.028,-0.044,109.10,112.27,0.269,0.275,0.065,0.054,0.035,0.051,0.131,0.145
86,125.000,125.575,1.155,1.135,103.90,105.73,66.23,63.00,33.77,37.00,11.76,10.49,56.86,60.14,31.37,29.37,22.87,22.87,1.036,1.124,0.904,0.988,315.3,378.7,3.001,,-1.0,0.0,21.68,23.74,-56.65,-69.40,-0.025,-0.059,107.40,108.15,0.273,0.296,0.055,,0.023,,0.125,
87,126.115,126.690,1.115,1.115,107.62,107.62,60.54,63.68,39.46,36.32,8.15,10.56,64.44,61.97,27.41,27.46,31.70,31.70,1.111,0.925,0.956,0.945,332.3,353.4,3.278,2.830,1.7,0.4,21.61,16.79,-62.27,-62.13,-0.015,-0.052,105.01,111.50,0.306,0.279,0.071,0.055,0.034,0.028,0.123,0.100
88,127.235,127.785,1.120,1.095,107.14,109.59,67.86,64.38,32.14,35.62,6.58,12.06,61.84,62.41,31.58,25.53,30.94,30.94,0.997,0.945,0.976,0.905,355.6,383.9,3.156,2.981,-0.8,4.1,21.26,19.75,-64.68,-63.80,-0.022,-0.071,106.76,113.73,0.298,0.272,0.057,0.046,0.040,0.021,0.131,0.117
89,128.350,128.940,1.115,1.155,107.62,103.90,65.92,58.87,34.08,41.13,8.84,13.24,58.50,66.18,32.65,20.59,24.03,24.03,0.937,0.963,0.883,0.929,361.6,325.9,2.985,,-1.5,-2.3,24.35,18.68,-63.39,-57.13,0.036,-0.050,112.54,109.43,0.294,0.252,0.063,,0.039,,0.153,
90,129.515,130.050,1.165,1.110,103.00,108.11,64.81,63.96,35.19,36.04,8.61,9.15,59.60,60.56,31.79,30.28,27.68,27.68,1.010,1.031,0.936,0.896,320.4,373.8,3.111,3.084,0.7,-1.2,23.26,16.65,-63.06,-65.77,0.024,-0.052,113.46,111.15,0.341,0.318,0.101,0.086,0.060,0.052,0.143,0.120
91,130.635,131.185,1.120,1.135,107.14,105.73,63.39,66.52,36.61,33.48,9.86,9.27,58.45,61.59,31.69,29.14,32.57,32.57,1.058,0.981,0.967,0.898,346.8,394.6,3.067,,2.6,-0.9,23.52,13.75,-62.46,-69.84,0.032,-0.021,108.71,106.42,0.305,0.304,0.073,,0.049,,0.167,
92,131.725,132.340,1.090,1.155,110.09,103.90,67.43,61.90,32.57,38.10,8.16,6.99,62.59,65.03,29.25,27.97,28.88,28.88,0.968,1.053,0.969,1.054,361.5,360.4,3.093,3.004,0.0,3.2,21.82,18.81,-60.22,-68.72,0.013,-0.062,106.75,107.99,0.297,0.289,0.072,0.060,0.033,0.049,0.123,0.140
93,132.885,133.535,1.160,1.195,103.45,100.42,66.81,58.16,33.19,41.84,11.61,7.91,58.06,64.03,30.32,28.06,26.34,26.34,0.924,1.035,0.775,0.873,367.7,343.6,3.099,2.946,-1.4,-1.3,24.90,17.13,-70.66,-66.50,0.017,-0.077,112.81,115.30,0.313,0.315,0.059,0.085,0.006,0.054,0.114,0.137
94,134.100,134.675,1.215,1.140,98.77,105.26,67.49,64.04,32.51,35.96,9.76,7.53,59.76,63.01,30.49,29.45,31.30,31.30,1.127,1.153,1.053,0.999,327.4,383.5,3.321,3.347,-2.6,1.1,22.57,22.23,-67.82,-70.37,0.018,-0.036,107.09,106.06,0.308,0.296,0.066,0.054,0.020,0.036,0.139,0.149
95,135.250,135.875,1.150,1.200,104.35,100.00,66.96,62.50,33.04,37.50,8.44,12.00,57.14,62.00,34.42,26.00,22.18,22.18,1.086,1.023,0.887,0.952,398.1,393.8,3.261,3.144,-0.7,2.9,25.40,22.02,-70.32,-68.63,-0.020,-0.093,109.72,115.20,0.340,0.314,0.086,0.070,0.016,0.049,0.120,0.161
