Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
58,140.955,140.360,1.165,1.130,103.00,106.19,63.09,62.39,36.91,37.61,6.80,7.09,63.95,62.41,29.25,30.50,27.23,27.23,1.351,1.278,1.279,1.119,401.5,397.4,3.777,3.857,5.1,1.1,25.34,28.19,-77.41,-75.05,0.018,-0.053,105.41,112.90,0.314,0.343,0.068,0.090,0.021,0.050,0.187,0.210
59,142.105,141.535,1.150,1.175,104.35,102.13,63.48,63.83,36.52,36.17,8.22,8.67,60.27,62.67,31.51,28.67,24.35,24.35,1.496,1.378,1.271,1.197,369.1,398.2,4.179,3.856,-4.3,0.2,25.26,24.80,-76.04,-72.19,0.060,-0.043,106.37,106.91,0.285,0.287,0.042,0.039,0.002,0.020,0.180,0.174
60,143.285,142.685,1.180,1.150,101.69,104.35,62.29,60.87,37.71,39.13,6.80,7.86,61.90,57.14,31.29,35.00,26.18,26.18,1.048,1.261,1.077,1.151,396.2,439.6,3.596,3.444,-2.9,8.2,27.55,31.28,-79.25,-75.47,-0.055,-0.100,125.36,110.34,0.322,0.316,0.071,0.060,0.017,0.039,0.197,0.202
61,144.430,143.850,1.145,1.165,104.80,103.00,62.45,64.38,37.55,35.62,8.39,8.00,60.14,60.67,31.47,31.33,24.89,24.89,1.375,1.164,1.178,1.059,393.1,409.2,4.070,3.581,-0.8,-5.2,27.50,32.00,-78.41,-76.89,0.032,-0.088,110.48,117.41,0.314,0.295,0.063,0.040,0.020,0.011,0.215,0.212
62,145.610,145.035,1.180,1.185,101.69,101.27,63.98,61.18,36.02,38.82,9.27,8.97,56.95,57.93,33.77,33.10,23.53,23.53,1.282,1.343,1.137,1.098,370.9,409.2,3.864,3.728,-3.3,-2.8,26.30,25.51,-78.33,-75.14,0.072,-0.062,113.11,107.55,0.283,0.301,0.032,0.047,0.005,0.027,0.193,0.185
63,146.825,146.225,1.215,1.190,98.77,100.84,64.20,59.24,35.80,40.76,10.26,7.80,57.69,57.45,32.05,34.75,25.96,25.96,1.204,1.243,1.074,1.170,407.8,390.2,3.652,3.570,4.3,0.6,28.55,28.29,-78.62,-78.59,-0.043,-0.079,116.76,110.16,0.318,0.319,0.062,0.068,0.036,0.044,0.219,0.221
64,147.975,147.400,1.150,1.175,104.35,102.13,62.61,62.98,37.39,37.02,6.94,9.46,63.19,57.43,29.86,33.11,26.29,26.29,0.992,1.280,0.975,1.175,450.7,401.4,3.373,3.760,2.2,2.3,26.38,25.65,-76.60,-74.54,0.042,-0.095,120.27,109.17,0.314,0.331,0.061,0.078,0.038,0.033,0.227,0.179
65,149.135,148.560,1.160,1.160,103.45,103.45,63.36,63.36,36.64,36.64,8.84,6.80,60.54,55.78,30.61,37.41,25.32,25.32,1.350,1.170,1.171,1.082,374.1,411.2,3.838,3.399,1.5,-1.5,26.54,24.16,-71.94,-76.34,0.044,-0.059,108.27,112.14,0.266,0.283,0.027,0.028,0.005,0.001,0.207,0.151
66,150.335,149.745,1.200,1.185,100.00,101.27,62.92,61.18,37.08,38.82,9.93,7.59,59.60,56.55,30.46,35.86,25.85,25.85,1.291,1.307,1.155,1.170,343.7,403.4,3.777,3.520,-2.0,-2.9,24.58,32.64,-74.99,-74.76,0.024,-0.059,110.04,110.65,0.301,0.275,0.066,0.024,0.026,0.015,0.184,0.219
67,151.495,150.925,1.160,1.180,103.45,101.69,61.21,63.56,38.79,36.44,7.04,6.67,62.68,60.00,30.28,33.33,25.00,25.00,1.413,1.310,1.222,1.044,365.1,354.6,4.049,3.512,-1.5,-0.2,20.42,25.56,-73.89,-74.09,0.024,-0.041,106.07,106.08,0.291,0.292,0.059,0.044,0.026,0.020,0.165,0.157
68,152.695,152.105,1.200,1.180,100.00,101.69,64.17,63.14,35.83,36.86,6.49,7.38,58.44,59.06,35.06,33.56,26.29,26.29,1.292,1.336,1.139,1.190,357.8,368.4,3.803,3.344,1.7,5.4,27.77,30.62,-70.67,-70.88,0.043,-0.021,110.89,106.45,0.299,0.261,0.077,0.017,0.027,0.012,0.197,0.187
69,153.870,153.265,1.175,1.160,102.13,103.45,62.13,63.36,37.87,36.64,7.53,8.84,58.90,55.10,33.56,36.05,27.62,27.62,1.380,1.380,1.172,1.163,385.2,374.8,3.767,3.733,-0.8,-3.1,17.16,33.29,-80.41,-77.17,-0.013,-0.022,104.82,105.93,0.341,0.329,0.091,0.073,0.051,0.044,0.163,0.223
70,155.040,154.460,1.170,1.195,102.56,100.42,62.82,64.85,37.18,35.15,6.80,16.13,57.14,50.97,36.05,32.90,24.58,24.58,1.407,1.188,1.289,1.067,359.2,308.1,4.120,3.187,-0.1,2.6,24.75,21.90,-77.63,-59.24,0.025,-0.026,108.94,107.59,0.282,0.234,0.036,0.024,,0.014,0.175,0.125
71,156.235,155.640,1.195,1.180,100.42,101.69,62.34,61.44,37.66,38.56,6.71,6.90,59.06,57.93,34.23,35.17,23.71,23.71,1.278,1.445,1.032,1.253,360.0,365.7,3.827,3.743,-1.0,-2.7,21.58,27.44,-77.05,-73.04,0.031,-0.066,109.76,105.93,0.310,0.308,0.066,0.059,0.028,0.038,0.179,0.190
72,157.365,156.800,1.130,1.160,106.19,103.45,61.50,62.50,38.50,37.50,7.19,8.97,58.27,54.48,34.53,36.55,24.67,24.67,1.388,1.113,1.412,1.073,372.5,382.7,3.980,3.320,1.9,2.1,18.62,27.81,-78.18,-73.16,0.029,-0.048,104.92,112.68,0.299,0.288,0.055,0.041,0.006,0.019,0.143,0.185
73,158.540,157.935,1.175,1.135,102.13,105.73,62.13,63.00,37.87,37.00,7.53,8.39,58.22,55.24,34.25,36.36,24.89,24.89,1.351,1.155,1.145,1.095,378.5,344.9,3.948,3.481,0.2,3.1,21.36,24.19,-77.06,-70.76,0.022,-0.090,106.38,117.69,0.332,0.291,0.085,0.057,0.024,0.039,0.161,0.165
74,159.665,159.120,1.125,1.185,106.67,101.27,63.11,62.45,36.89,37.55,7.75,10.14,60.56,56.08,31.69,33.78,25.66,25.66,1.362,1.243,1.195,1.169,369.7,377.8,4.051,3.760,-2.9,-1.8,23.82,26.02,-75.67,-77.81,0.009,-0.059,107.42,112.70,0.308,0.310,0.067,0.053,0.028,0.014,0.173,0.173
75,160.805,160.250,1.140,1.130,105.26,106.19,65.35,62.39,34.65,37.61,6.71,7.80,58.39,55.32,34.90,36.88,26.46,26.46,1.126,1.178,1.071,1.205,368.3,408.7,3.709,3.686,5.9,-0.0,24.70,24.81,-70.65,-75.03,0.057,-0.050,118.54,112.54,0.286,0.311,0.054,0.060,0.016,0.018,0.179,0.162
76,161.955,161.365,1.150,1.115,104.35,107.62,60.43,61.88,39.57,38.12,7.91,9.42,61.15,53.62,30.94,36.96,23.42,23.42,1.292,1.271,1.188,1.090,338.0,405.4,3.636,3.780,-2.4,2.0,21.91,27.42,-62.77,-77.62,0.031,-0.049,107.47,110.75,0.268,0.331,0.057,0.076,0.020,0.038,0.155,0.200
77,163.015,162.475,1.060,1.110,113.21,108.11,55.66,64.41,44.34,35.59,9.32,7.69,61.02,58.04,29.66,34.27,18.10,18.10,1.141,1.157,1.178,1.128,338.2,426.0,,3.612,3.0,-3.7,21.09,15.08,-66.39,-75.50,0.053,-0.040,112.16,106.41,0.260,0.293,,0.042,,0.025,,0.116
78,164.155,163.580,1.140,1.105,105.26,108.60,61.84,60.63,38.16,39.37,8.51,8.21,60.99,50.75,30.50,41.04,24.89,24.89,1.102,1.375,1.040,1.169,343.3,449.7,3.543,4.015,0.2,2.3,25.05,25.60,-67.70,-81.09,0.023,-0.046,114.04,106.85,0.289,0.330,0.063,0.070,0.029,0.037,0.198,0.188
