Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
4,40.935,40.350,1.160,3.950,103.45,30.38,61.64,89.37,38.36,10.63,9.79,1.42,62.24,89.52,27.97,9.07,28.69,28.69,0.927,1.070,0.852,0.378,326.3,350.8,2.987,3.259,-3.3,8.1,19.32,20.11,-59.38,-71.93,0.043,-0.042,108.98,107.19,0.249,0.264,0.059,0.050,0.036,0.032,0.124,0.130
5,42.065,41.535,1.130,1.185,106.19,101.27,64.60,66.24,35.40,33.76,10.27,8.28,60.27,63.69,29.45,28.03,25.93,25.93,1.125,0.967,1.039,0.878,387.2,351.5,3.801,3.219,-3.8,-0.3,22.90,17.78,-64.13,-64.54,0.054,-0.056,106.04,106.87,0.277,0.248,0.073,0.055,0.037,0.039,0.130,0.115
6,43.170,42.615,1.105,1.080,108.60,111.11,61.09,62.96,38.91,37.04,8.89,8.09,61.48,58.09,29.63,33.82,25.97,25.97,1.068,1.096,0.967,0.995,345.0,370.5,3.479,3.530,4.6,-3.1,21.21,18.90,-57.58,-72.12,0.048,-0.041,106.40,106.74,0.239,0.290,0.048,0.080,0.016,0.053,0.114,0.127
7,44.310,43.770,1.140,1.155,105.26,103.90,63.60,63.20,36.40,36.80,10.34,6.85,60.00,62.33,29.66,30.82,24.20,24.20,1.020,1.042,0.959,0.968,359.5,329.3,3.510,,-2.0,4.6,21.22,17.88,-67.56,-63.77,0.076,-0.087,111.20,109.57,0.257,0.265,0.050,,0.023,,0.125,
8,45.400,44.865,1.090,1.095,110.09,109.59,63.30,62.10,36.70,37.90,9.42,7.35,57.97,60.29,32.61,32.35,22.17,22.17,1.088,1.010,0.986,0.944,396.8,365.9,3.695,3.374,2.6,-0.6,24.09,19.77,-66.15,-69.49,0.034,-0.056,106.38,107.84,0.273,0.250,0.066,0.047,0.031,0.020,0.137,0.109
9,46.525,45.970,1.125,1.105,106.67,108.60,62.67,58.37,37.33,41.63,9.22,9.30,59.57,60.47,31.21,30.23,24.67,24.67,1.111,1.051,1.005,0.983,358.7,303.6,3.590,3.243,-3.2,-1.1,20.36,18.64,-65.83,-56.88,0.040,-0.059,105.64,106.21,0.264,0.225,0.058,0.048,0.030,0.028,0.128,0.112
10,47.665,47.105,1.140,1.135,105.26,105.73,63.60,61.67,36.40,38.33,8.97,7.14,55.86,59.29,35.17,33.57,24.11,24.11,0.957,1.119,0.891,0.977,373.1,336.9,3.252,3.477,0.6,2.1,19.71,17.28,-71.08,-63.54,0.026,-0.055,110.32,105.31,0.279,0.266,0.064,0.072,0.030,0.039,0.120,0.116
11,48.815,48.225,1.150,1.120,104.35,107.14,62.61,61.16,37.39,38.84,9.03,7.30,59.72,63.50,31.25,29.20,26.58,26.58,1.078,0.996,0.930,0.900,355.5,326.9,3.443,3.136,-0.0,-3.1,23.57,17.91,-63.74,-61.16,0.042,-0.044,105.38,107.57,0.260,0.245,0.059,0.057,0.028,0.035,0.132,0.120
12,49.965,49.410,1.150,1.185,104.35,101.27,63.04,62.87,36.96,37.13,9.66,6.71,60.00,62.42,30.34,30.87,26.22,26.22,0.939,1.067,0.895,0.940,351.6,341.0,3.206,3.250,-0.9,-2.6,20.44,19.45,-65.76,-70.32,0.082,-0.069,112.98,107.65,0.261,0.268,0.055,0.064,0.023,0.039,0.113,0.123
13,51.085,50.535,1.120,1.125,107.14,106.67,63.84,64.00,36.16,36.00,9.09,7.64,58.74,58.33,32.17,34.03,26.79,26.79,1.147,1.066,1.013,0.961,399.6,366.4,3.615,3.410,-2.0,6.0,24.36,19.22,-67.63,-71.50,0.063,-0.065,106.85,107.02,0.278,0.279,0.070,0.070,0.039,0.044,0.148,0.118
14,52.225,51.655,1.140,1.120,105.26,107.14,62.28,62.95,37.72,37.05,9.15,9.93,59.86,58.87,30.99,31.21,25.11,25.11,0.972,0.990,0.876,0.921,352.3,344.9,3.204,3.179,5.0,-1.1,22.26,16.28,-63.07,-69.87,0.042,-0.045,111.04,107.67,0.260,0.274,0.061,0.071,0.030,0.038,0.126,0.111
15,53.375,52.810,1.150,1.155,104.35,103.90,62.61,62.34,37.39,37.66,9.72,6.94,59.72,60.42,30.56,32.64,24.24,24.24,1.029,0.990,0.965,0.872,347.6,355.1,3.295,3.183,-2.2,-5.1,22.38,17.50,-65.71,-70.46,0.061,-0.042,107.75,107.19,0.259,0.266,0.055,0.064,0.025,0.041,0.128,0.115
16,54.500,53.965,1.125,1.155,106.67,103.90,63.56,61.47,36.44,38.53,9.79,7.04,60.84,61.27,29.37,31.69,25.68,25.68,1.044,1.003,0.973,0.904,358.2,345.2,3.413,3.125,-0.1,8.5,19.69,16.14,-64.38,-69.54,0.025,-0.072,106.54,108.73,0.250,0.276,0.050,0.072,0.023,0.037,0.111,0.109
17,55.610,55.075,1.110,1.110,108.11,108.11,63.06,62.61,36.94,37.39,9.29,8.63,55.71,55.40,35.00,35.97,25.45,25.45,0.954,1.044,0.900,0.964,378.9,360.5,3.311,3.328,-1.4,0.1,21.52,20.95,-72.24,-71.52,0.052,-0.062,113.63,107.34,0.268,0.260,0.054,0.054,0.024,0.029,0.124,0.126
18,56.735,56.175,1.125,1.100,106.67,109.09,62.67,62.73,37.33,37.27,8.51,9.42,58.16,55.80,33.33,34.78,24.23,24.23,1.119,0.961,1.000,0.906,370.4,352.9,3.572,3.078,0.4,-1.5,23.57,16.64,-66.02,-71.65,0.052,-0.054,105.98,108.96,0.263,0.272,0.059,0.065,0.030,0.036,0.139,0.110
19,57.860,57.310,1.125,1.135,106.67,105.73,62.67,61.23,37.33,38.77,8.51,9.35,60.28,57.55,31.21,33.09,25.44,25.44,0.929,0.952,0.852,0.851,346.4,353.3,3.081,3.033,3.7,-0.2,18.71,18.35,-63.46,-69.09,0.061,-0.050,108.50,108.33,0.252,0.266,0.052,0.062,0.019,0.036,0.107,0.113
20,58.980,58.450,1.120,1.140,107.14,105.26,64.73,62.28,35.27,37.72,9.66,7.04,60.00,62.68,30.34,30.28,25.00,25.00,0.930,0.977,0.908,0.928,386.6,311.7,3.390,2.904,-1.2,-1.3,23.38,13.41,-66.32,-68.22,0.044,-0.054,112.21,107.86,0.267,0.276,0.062,0.075,0.034,0.046,0.137,0.098
21,60.100,59.550,1.120,1.100,107.14,109.09,62.50,60.91,37.50,39.09,11.43,7.46,56.43,59.70,32.14,32.84,25.44,25.44,1.073,0.987,0.979,0.890,363.1,329.5,3.357,3.116,-1.6,-1.4,22.05,18.02,-68.21,-64.63,0.066,-0.048,108.13,108.44,0.271,0.266,0.062,0.071,0.030,0.038,0.130,0.116
22,61.245,60.690,1.145,1.140,104.80,105.26,63.32,62.28,36.68,37.72,9.66,7.75,60.69,59.86,29.66,32.39,25.00,25.00,1.019,1.059,0.915,0.948,362.0,345.0,3.435,3.241,0.7,8.5,20.03,17.92,-65.90,-68.84,0.032,-0.045,107.31,106.18,0.264,0.269,0.060,0.061,0.030,0.031,0.121,0.118
23,62.385,61.810,1.140,1.120,105.26,107.14,61.40,62.50,38.60,37.50,8.57,7.14,62.14,57.86,29.29,35.00,24.79,24.79,1.094,1.067,0.975,0.948,347.3,347.6,3.489,3.259,1.9,-4.6,21.23,17.90,-61.02,-70.71,0.035,-0.045,105.48,105.67,0.255,0.264,0.057,0.057,0.021,0.030,0.117,0.114
24,63.535,62.980,1.150,1.170,104.35,102.56,63.04,62.39,36.96,37.61,8.97,8.90,60.00,59.59,31.03,31.51,24.67,24.67,1.077,0.961,0.960,0.867,347.7,342.6,3.461,3.092,-2.6,-3.5,21.41,18.80,-65.77,-69.03,0.062,-0.060,107.19,109.47,0.268,0.254,0.062,0.055,0.022,0.036,0.116,0.121
25,64.665,64.115,1.130,1.135,106.19,105.73,62.39,62.11,37.61,37.89,9.22,7.09,58.16,58.87,32.62,34.04,25.33,25.33,1.088,1.025,0.971,0.922,344.8,352.8,3.405,3.222,3.8,5.0,17.74,17.96,-66.19,-73.15,0.051,-0.072,106.22,110.82,0.274,0.305,0.070,0.093,0.036,0.053,0.117,0.120
26,65.805,65.240,1.140,1.125,105.26,106.67,61.40,63.11,38.60,36.89,7.14,8.45,62.86,58.45,30.00,33.10,23.71,23.71,1.052,1.086,0.934,0.994,346.2,366.9,3.287,3.347,0.3,-4.0,22.26,16.31,-62.33,-69.26,0.045,-0.044,107.48,104.17,0.259,0.252,0.059,0.047,0.025,0.020,0.131,0.101
27,66.945,66.400,1.140,1.160,105.26,103.45,63.16,61.64,36.84,38.36,9.03,6.99,59.72,61.54,31.25,31.47,25.11,25.11,1.026,1.006,0.947,0.893,352.0,366.3,3.330,3.140,-5.8,2.9,23.12,18.37,-65.44,-70.65,0.090,-0.073,112.38,108.07,0.272,0.271,0.067,0.066,0.036,0.037,0.137,0.114
28,68.070,67.515,1.125,1.115,106.67,107.62,61.33,62.78,38.67,37.22,10.14,7.14,57.97,59.29,31.88,33.57,23.79,23.79,1.156,1.049,1.034,0.958,368.6,355.9,3.522,3.317,4.0,0.4,22.53,16.22,-63.11,-73.69,0.034,-0.050,105.16,106.32,0.264,0.290,0.063,0.074,0.028,0.041,0.128,0.104
29,69.205,68.650,1.135,1.135,105.73,105.73,62.56,62.11,37.44,37.89,9.86,7.09,59.15,60.99,30.99,31.91,24.55,24.55,1.027,1.003,0.985,0.916,354.9,337.7,3.408,3.103,-1.8,-3.0,20.95,16.23,-63.96,-68.15,0.057,-0.040,109.69,106.21,0.276,0.261,0.071,0.062,0.032,0.033,0.120,0.101
30,70.325,69.770,1.120,1.120,107.14,107.14,62.05,62.50,37.95,37.50,9.35,7.14,59.71,59.29,30.94,33.57,24.89,24.89,1.086,1.011,0.959,0.922,349.7,358.6,3.459,3.137,-0.0,-0.0,21.59,17.13,-64.82,-73.39,0.049,-0.057,105.82,108.16,0.265,0.288,0.064,0.079,0.036,0.041,0.129,0.110
31,71.460,70.895,1.135,1.125,105.73,106.67,63.00,62.67,37.00,37.33,9.79,8.51,60.14,59.57,30.07,31.91,25.44,25.44,1.034,1.063,0.926,0.955,378.3,340.7,3.405,3.307,-2.4,3.0,23.57,15.72,-62.62,-70.54,0.019,-0.033,106.72,104.23,0.254,0.268,0.054,0.059,0.027,0.020,0.133,0.093
32,72.600,72.035,1.140,1.140,105.26,105.26,61.40,62.28,38.60,37.72,9.29,7.04,59.29,61.27,31.43,31.69,24.57,24.57,1.016,1.139,0.941,1.003,350.3,350.5,3.283,3.379,1.9,1.4,20.96,20.47,-64.82,-70.88,0.054,-0.059,109.63,106.65,0.270,0.287,0.069,0.080,0.039,0.046,0.136,0.125
33,73.740,73.195,1.140,1.160,105.26,103.45,63.16,62.50,36.84,37.50,9.03,9.66,59.72,56.55,31.25,33.79,23.79,23.79,0.974,0.989,0.902,0.932,388.4,344.7,3.307,3.065,-2.9,-0.2,23.62,16.62,-66.92,-69.24,0.062,-0.065,114.08,108.49,0.275,0.263,0.068,0.061,0.032,0.036,0.127,0.105
34,74.890,74.330,1.150,1.135,104.35,105.73,63.91,60.79,36.09,39.21,10.20,7.97,59.18,58.70,30.61,33.33,26.87,26.87,0.987,1.017,0.871,0.897,374.6,374.7,3.269,3.168,3.3,1.1,19.58,19.54,-64.43,-69.16,0.035,-0.074,107.19,109.19,0.262,0.275,0.062,0.071,0.029,0.035,0.117,0.126
35,76.050,75.465,1.160,1.135,103.45,105.73,61.64,63.44,38.36,36.56,10.49,8.33,58.74,59.72,30.77,31.94,25.22,25.22,1.026,0.950,0.888,0.872,363.7,335.9,3.364,3.068,-0.7,-0.7,21.30,17.64,-63.57,-68.55,0.039,-0.049,107.66,107.78,0.251,0.257,0.050,0.057,0.025,0.026,0.128,0.105
36,77.165,76.615,1.115,1.150,107.62,104.35,62.78,63.91,37.22,36.09,7.86,6.80,61.43,59.18,30.71,34.01,25.00,25.00,0.997,0.946,0.896,0.837,357.3,352.1,3.197,3.133,2.1,1.4,22.27,18.09,-64.82,-70.23,0.037,-0.057,106.86,109.88,0.259,0.245,0.057,0.043,0.034,0.023,0.132,0.118
37,78.305,77.755,1.140,1.140,105.26,105.26,62.28,61.40,37.72,38.60,9.86,8.57,59.15,60.71,30.99,30.71,23.35,23.35,1.120,1.145,1.053,1.019,360.9,315.5,3.474,3.376,-0.5,0.2,22.71,16.76,-67.41,-64.96,0.037,-0.054,106.39,104.45,0.269,0.250,0.062,0.054,0.027,0.031,0.134,0.113
38,79.450,78.890,1.145,1.135,104.80,105.73,62.01,61.23,37.99,38.77,9.86,7.19,59.15,59.71,30.99,33.09,23.56,23.56,1.144,1.112,0.993,1.010,351.5,321.2,3.524,3.255,-3.6,-3.0,21.34,16.17,-65.70,-69.14,0.032,-0.051,106.82,105.87,0.270,0.277,0.066,0.073,0.039,0.039,0.139,0.107
39,80.565,80.015,1.115,1.125,107.62,106.67,62.33,62.22,37.67,37.78,7.91,7.14,61.15,60.71,30.94,32.14,23.45,23.45,1.031,1.169,0.960,1.046,360.3,347.1,3.387,3.492,0.3,2.5,22.63,18.90,-64.96,-69.57,0.057,-0.054,107.19,105.24,0.259,0.267,0.056,0.067,0.025,0.035,0.126,0.123
40,81.685,81.145,1.120,1.130,107.14,106.19,62.50,60.62,37.50,39.38,10.00,7.30,59.29,59.12,30.71,33.58,22.42,22.42,1.041,0.988,0.937,0.918,373.5,334.8,3.386,3.093,1.4,-0.6,21.98,15.99,-62.78,-66.43,0.024,-0.046,106.94,108.72,0.252,0.271,0.054,0.072,0.030,0.039,0.134,0.103
41,82.820,82.260,1.135,1.115,105.73,107.62,63.00,60.09,37.00,39.91,10.49,7.46,58.74,63.43,30.77,29.10,25.00,25.00,0.906,1.003,0.820,0.909,377.6,314.7,3.105,3.069,-2.1,2.5,20.67,15.43,-65.41,-57.85,0.023,-0.058,109.69,106.80,0.266,0.249,0.061,0.069,0.031,0.038,0.122,0.107
42,83.940,83.380,1.120,1.120,107.14,107.14,62.05,62.50,37.95,37.50,8.63,7.14,61.15,62.86,30.22,30.00,23.64,23.64,0.933,1.102,0.877,1.002,384.0,373.1,3.371,3.460,-0.1,1.1,22.89,17.71,-65.70,-65.98,0.042,-0.057,114.42,104.94,0.262,0.258,0.057,0.060,0.028,0.032,0.138,0.113
43,85.040,84.480,1.100,1.100,109.09,109.09,60.45,62.27,39.55,37.73,9.77,7.30,60.90,59.85,29.32,32.85,23.35,23.35,1.124,1.001,1.057,0.932,362.0,362.1,3.596,3.312,0.1,-0.8,23.86,19.32,-57.32,-70.76,0.032,-0.047,105.69,108.50,0.250,0.276,0.058,0.066,0.029,0.043,0.129,0.129
44,86.165,85.615,1.125,1.135,106.67,105.73,62.22,61.67,37.78,38.33,9.29,7.14,60.00,60.71,30.71,32.14,24.34,24.34,1.058,0.934,0.978,0.872,351.9,351.8,3.467,3.037,2.1,0.9,23.02,17.39,-61.94,-67.72,0.057,-0.055,109.58,110.43,0.254,0.266,0.056,0.066,0.027,0.039,0.128,0.119
