Cycle_ind,HS_L,HS_R,gct_L,gct_R,cadence_L,cadence_R,stance_L,stance_R,swing_L,swing_R,LDr_L,LDr_R,FFr_L,FFr_R,PUr_L,PUr_R,DS_L,DS_R,slength_L,slength_R,speed_L,speed_R,peakswing_L,peakswing_R,mtcS_L,mtcS_R,TA_L,TA_R,HSP_L,HSP_R,TOP_L,TOP_R,swidth_L,swidth_R,PathLength_L,PathLength_R,maxHC_L,maxHC_R,maxTC1_L,maxTC1_R,minTC_L,minTC_R,maxTC2_L,maxTC2_R
51,96.715,96.170,1.090,1.075,110.09,111.63,59.17,62.33,40.83,37.67,7.75,7.46,60.47,56.72,31.78,35.82,20.72,20.72,1.019,1.083,0.986,1.014,343.4,362.3,3.262,3.467,4.3,5.0,22.41,20.29,-61.78,-73.25,0.051,-0.038,111.54,108.50,0.227,0.256,0.040,0.047,0.024,0.036,0.159,0.131
52,97.830,97.280,1.115,1.110,107.62,108.11,61.43,60.81,38.57,39.19,9.49,9.63,62.04,57.04,28.47,33.33,24.77,24.77,0.982,0.987,0.918,0.930,332.2,336.3,3.222,3.251,-2.5,-0.8,16.54,17.35,-59.54,-64.56,0.043,-0.043,107.81,108.47,0.264,0.238,0.080,0.047,0.042,0.033,0.118,0.122
53,98.955,98.390,1.125,1.110,106.67,108.11,58.67,63.51,41.33,36.49,7.58,7.09,66.67,58.16,25.76,34.75,21.97,21.97,1.029,1.006,0.940,0.905,330.4,348.7,3.232,3.314,1.5,0.8,20.24,17.29,-51.99,-72.17,0.026,-0.038,108.41,107.14,0.220,0.266,0.054,0.056,0.033,0.037,0.144,0.115
54,100.050,99.505,1.095,1.115,109.59,107.62,59.82,63.68,40.18,36.32,9.16,7.04,61.83,58.45,29.01,34.51,20.83,20.83,1.110,1.005,1.032,0.951,341.0,355.9,3.582,3.357,0.7,-2.9,21.00,17.27,-56.08,-73.96,0.033,-0.014,107.00,108.36,0.232,0.281,0.057,0.073,0.032,0.049,0.157,0.124
55,101.145,100.585,1.095,1.080,109.59,111.11,59.36,61.57,40.64,38.43,7.69,7.52,63.08,52.63,29.23,39.85,21.72,21.72,1.045,0.981,0.949,0.910,327.3,373.1,3.236,3.322,-0.8,2.5,22.02,19.39,-55.79,-75.11,0.064,-0.045,108.52,107.22,0.228,0.267,0.055,0.058,0.044,0.032,0.165,0.117
56,102.250,101.690,1.105,1.105,108.60,108.60,59.28,61.99,40.72,38.01,8.40,7.30,61.83,55.47,29.77,37.23,22.22,22.22,0.986,0.966,0.938,0.881,326.2,352.5,3.192,3.234,0.4,0.1,19.27,19.86,-58.64,-69.36,0.035,-0.044,108.73,109.49,0.246,0.251,0.064,0.050,0.039,0.032,0.137,0.130
57,103.370,102.815,1.120,1.125,107.14,106.67,61.61,62.22,38.39,37.78,7.25,7.14,59.42,57.14,33.33,35.71,24.78,24.78,1.089,1.101,0.981,1.012,354.9,349.8,3.292,3.483,-1.6,1.5,22.19,20.16,-65.27,-72.48,0.060,-0.047,108.13,106.89,0.272,0.264,0.078,0.055,0.045,0.032,0.157,0.131
58,104.490,103.945,1.120,1.130,107.14,106.19,61.61,62.83,38.39,37.17,12.32,7.04,57.97,54.23,29.71,38.73,23.56,23.56,1.032,1.020,0.951,0.954,315.5,354.0,3.174,3.232,-0.0,-1.4,17.73,19.38,-60.36,-72.53,0.031,-0.076,107.33,109.88,0.252,0.264,0.065,0.055,0.044,0.033,0.131,0.125
59,105.620,105.070,1.130,1.125,106.19,106.67,61.95,61.78,38.05,38.22,7.14,7.19,60.71,57.55,32.14,35.25,22.22,22.22,1.076,1.014,0.936,0.951,360.1,337.9,3.396,3.223,-1.0,-0.9,20.84,17.11,-65.82,-72.44,0.065,-0.056,110.42,108.52,0.260,0.244,0.063,0.038,0.037,0.021,0.153,0.111
60,106.700,106.150,1.080,1.080,111.11,111.11,61.11,62.04,38.89,37.96,7.58,7.46,60.61,51.49,31.82,41.04,24.44,24.44,0.949,0.861,0.941,0.847,333.4,404.4,3.192,3.159,-0.2,0.8,18.37,19.61,-57.87,-77.57,0.025,-0.057,109.36,118.52,0.243,0.303,0.064,0.082,0.047,0.051,0.147,0.134
61,107.835,107.275,1.135,1.125,105.73,106.67,60.35,61.78,39.65,38.22,10.22,7.19,60.58,55.40,29.20,37.41,21.33,21.33,1.002,0.999,0.917,0.900,324.7,361.2,3.129,3.166,-0.9,-0.6,18.68,19.17,-59.97,-77.16,0.058,-0.042,110.46,108.44,0.259,0.290,0.076,0.070,0.049,0.047,0.136,0.126
62,108.930,108.400,1.095,1.125,109.59,106.67,63.01,61.33,36.99,38.67,7.97,7.25,60.14,60.87,31.88,31.88,24.77,24.77,1.062,1.001,1.000,0.925,358.7,329.6,3.472,3.235,3.2,2.4,18.33,19.90,-66.63,-65.27,0.027,-0.048,106.63,108.58,0.263,0.231,0.066,0.038,0.037,0.024,0.134,0.130
63,110.005,109.470,1.075,1.070,111.63,112.15,60.93,62.62,39.07,37.38,8.40,7.46,60.31,53.73,31.30,38.81,24.30,24.30,0.971,0.855,0.930,0.840,349.6,347.2,3.268,2.944,-0.6,-0.6,17.76,20.13,-64.95,-75.94,0.035,-0.064,109.62,112.87,0.262,0.253,0.064,0.039,0.031,0.023,0.135,0.127
64,111.085,110.540,1.080,1.070,111.11,112.15,59.72,63.55,40.28,36.45,9.30,7.35,65.12,54.41,25.58,38.24,24.07,24.07,0.909,0.947,0.866,0.893,303.6,353.5,3.022,3.163,-0.2,0.9,17.56,17.12,-51.31,-75.02,0.038,-0.056,112.23,108.87,0.211,0.271,0.053,0.056,0.038,0.036,0.136,0.114
65,112.175,111.620,1.090,1.080,110.09,111.11,59.17,64.35,40.83,35.65,10.08,7.19,58.14,56.12,31.78,36.69,21.82,21.82,1.007,1.042,0.996,1.024,339.9,389.4,3.296,3.363,-1.0,3.6,20.92,18.97,-59.29,-79.33,0.048,-0.057,112.26,106.63,0.254,0.249,0.071,0.032,0.048,0.024,0.164,0.117
66,113.285,112.720,1.110,1.100,108.11,109.09,59.01,62.27,40.99,37.73,9.16,7.30,58.02,56.20,32.82,36.50,22.87,22.87,1.056,0.988,0.987,0.895,324.1,355.8,3.284,3.140,-1.3,-1.5,18.56,21.15,-61.06,-74.52,0.064,-0.068,108.95,110.36,0.266,0.241,0.080,0.037,0.051,0.030,0.137,0.129
67,114.400,113.835,1.115,1.115,107.62,107.62,59.64,63.68,40.36,36.32,7.52,7.75,60.90,56.34,31.58,35.92,21.62,21.62,1.050,1.061,0.973,0.970,344.8,361.8,3.383,3.260,0.7,-2.8,23.13,21.67,-62.50,-74.73,0.049,-0.026,110.03,106.53,0.254,0.264,0.066,0.051,0.042,0.038,0.160,0.140
68,115.505,114.945,1.105,1.110,108.60,108.11,59.73,62.16,40.27,37.84,7.58,7.25,62.12,55.80,30.30,36.96,23.21,23.21,1.021,0.931,0.937,0.862,344.0,361.5,3.327,3.156,5.3,1.0,21.23,19.84,-60.90,-75.95,0.057,-0.027,110.33,112.11,0.239,0.269,0.056,0.054,0.035,0.034,0.150,0.125
69,116.615,116.065,1.110,1.120,108.11,107.14,61.26,62.95,38.74,37.05,8.09,7.09,61.76,57.45,30.15,35.46,22.32,22.32,1.051,1.015,0.986,0.945,362.3,358.8,3.373,3.259,-0.4,1.7,21.05,19.98,-62.81,-73.86,0.066,-0.065,108.99,108.42,0.239,0.269,0.046,0.057,0.017,0.040,0.137,0.137
70,117.730,117.185,1.115,1.120,107.62,107.14,61.88,60.71,38.12,39.29,7.97,7.35,60.87,56.62,31.16,36.03,23.42,23.42,1.127,0.995,1.016,0.911,333.5,349.4,3.399,3.252,-0.2,0.6,18.80,19.87,-65.24,-69.50,0.083,-0.065,106.67,109.99,0.280,0.262,0.085,0.059,0.046,0.042,0.132,0.139
71,118.825,118.295,1.095,1.110,109.59,108.11,62.56,61.71,37.44,38.29,8.03,7.30,61.31,56.20,30.66,36.50,24.20,24.20,1.067,1.021,0.988,0.959,354.2,349.4,3.411,3.275,-0.2,-1.5,18.14,22.71,-62.57,-71.43,0.043,-0.069,107.56,108.84,0.229,0.257,0.037,0.051,0.010,0.037,0.113,0.139
72,119.935,119.390,1.110,1.095,108.11,109.59,61.71,61.64,38.29,38.36,8.03,7.41,60.58,56.30,31.39,36.30,24.09,24.09,1.043,1.045,0.943,0.964,351.9,371.3,3.382,3.338,-3.8,-3.4,19.01,19.39,-65.23,-73.63,0.061,-0.047,108.02,107.47,0.276,0.270,0.079,0.059,0.047,0.035,0.142,0.127
73,121.035,120.490,1.100,1.100,109.09,109.09,61.82,62.73,38.18,37.27,8.09,7.25,61.03,55.80,30.88,36.96,23.91,23.91,1.146,0.976,1.062,0.929,356.9,366.6,3.585,3.170,2.7,2.3,20.20,20.20,-60.03,-74.34,0.056,-0.073,105.41,109.61,0.239,0.261,0.055,0.050,0.028,0.031,0.146,0.128
74,122.155,121.640,1.120,1.150,107.14,104.35,60.71,60.43,39.29,39.57,8.82,7.19,61.03,54.68,30.15,38.13,20.19,20.19,0.865,0.972,0.865,0.905,340.3,364.8,3.024,3.194,-1.3,1.8,20.58,22.46,-61.84,-75.60,0.068,-0.040,118.69,107.87,0.244,0.261,0.058,0.047,0.031,0.033,0.147,0.129
75,123.255,122.705,1.100,1.065,109.09,112.68,58.64,61.50,41.36,38.50,8.53,7.63,62.02,52.67,29.46,39.69,21.08,21.08,0.905,1.003,0.864,0.920,309.3,361.7,3.020,3.174,1.1,0.2,21.40,19.48,-53.93,-75.84,0.041,-0.054,115.40,107.87,0.217,0.261,0.052,0.047,0.042,0.035,0.161,0.126
76,124.400,123.820,1.145,1.115,104.80,107.62,61.57,61.88,38.43,38.12,10.64,7.25,57.45,55.07,31.91,37.68,23.89,23.89,0.991,0.909,0.889,0.863,347.5,366.8,3.210,2.983,-1.2,-0.5,22.21,18.66,-63.60,-76.95,0.078,-0.063,113.89,110.80,0.273,0.262,0.079,0.047,0.049,0.037,0.159,0.123
77,125.500,124.950,1.100,1.130,109.09,106.19,61.36,62.83,38.64,37.17,8.89,7.04,59.26,52.82,31.85,40.14,24.89,24.89,1.051,1.047,1.015,0.975,348.9,345.4,3.358,3.252,2.3,0.1,19.50,19.57,-60.69,-76.25,0.064,-0.070,108.46,109.42,0.247,0.264,0.062,0.049,0.040,0.031,0.144,0.123
78,126.610,126.055,1.110,1.105,108.11,108.60,59.46,63.35,40.54,36.65,9.09,7.14,62.12,53.57,28.79,39.29,22.48,22.48,1.014,1.107,0.993,1.008,337.5,368.1,3.264,3.459,-2.9,3.3,21.48,19.90,-56.38,-74.16,0.052,-0.073,110.45,108.96,0.246,0.249,0.070,0.037,0.041,0.020,0.151,0.127
79,127.690,127.145,1.080,1.090,111.11,110.09,60.19,63.76,39.81,36.24,8.46,7.19,59.23,58.99,32.31,33.81,25.22,25.22,0.983,1.007,0.884,0.928,341.5,384.6,3.151,3.429,-0.5,1.8,19.89,19.60,-62.55,-77.14,0.053,-0.046,109.30,107.51,0.238,0.279,0.048,0.060,0.025,0.045,0.133,0.129
80,128.840,128.275,1.150,1.130,104.35,106.19,64.35,63.27,35.65,36.73,8.78,6.99,60.14,55.94,31.08,37.06,26.67,26.67,1.047,0.944,0.938,0.897,359.1,357.7,3.360,3.098,-0.3,-4.3,21.60,19.60,-65.79,-72.22,0.075,-0.063,108.90,110.68,0.261,0.254,0.067,0.047,0.035,0.032,0.145,0.126
81,129.960,129.400,1.120,1.125,107.14,106.67,60.71,63.11,39.29,36.89,9.56,7.04,58.82,55.63,31.62,37.32,24.22,24.22,0.977,0.933,0.896,0.846,340.8,356.5,3.235,3.021,1.7,0.8,21.71,20.14,-61.81,-74.77,0.062,-0.072,114.91,111.40,0.254,0.269,0.068,0.059,0.048,0.046,0.170,0.141
82,131.080,130.515,1.120,1.115,107.14,107.62,60.27,63.68,39.73,36.32,9.63,7.04,59.26,54.23,31.11,38.73,23.25,23.25,0.987,1.067,0.976,0.951,338.0,380.6,3.089,3.378,-1.2,0.8,21.40,17.68,-61.50,-80.38,0.067,-0.038,108.88,106.75,0.260,0.274,0.069,0.051,0.040,0.034,0.146,0.120
83,132.215,131.655,1.135,1.140,105.73,105.26,61.67,62.28,38.33,37.72,8.57,7.04,61.43,57.75,30.00,35.21,25.11,25.11,1.064,1.060,1.003,0.959,314.8,341.6,3.328,3.267,-0.6,-0.9,18.10,19.07,-62.78,-73.31,0.073,-0.083,109.68,107.96,0.263,0.251,0.070,0.041,0.048,0.027,0.135,0.124
84,133.330,132.770,1.115,1.115,107.62,107.62,58.30,64.13,41.70,35.87,7.69,6.99,64.62,58.04,27.69,34.97,20.09,20.09,1.090,1.025,0.952,0.945,340.5,349.6,3.369,3.318,3.0,-1.4,23.47,18.00,-53.95,-73.29,0.082,-0.053,109.99,106.79,0.226,0.261,0.054,0.051,0.039,0.026,0.169,0.118
85,134.440,133.890,1.110,1.120,108.11,107.14,60.81,61.61,39.19,38.39,10.37,7.25,60.74,57.97,28.89,34.78,23.87,23.87,0.960,0.975,0.963,0.926,337.4,324.2,3.255,3.212,-0.5,-2.0,21.45,17.96,-54.55,-67.26,0.080,-0.074,114.46,109.54,0.246,0.259,0.070,0.059,0.058,0.036,0.167,0.122
